genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	reads_unfiltered_reads	divergent_site_count
CAVABY01.fasta	2.5205589341986965	0.7857711530136858	0.0012707771007679	2642744	77	71	2	2.268730345192441	0.0013996662579639	0.1767352418546783	0.8920031845533177	0.0	0.9791485571632276	0.979855095425486		False					9739	9409	9394	737	23787	23929	0.974979191357918	50544	10131
CAVAFY01.fasta	10.266197865373792	0.7082153032961398	0.0005556101844394	1938419	65	59	10	9.500431902504417	0.0068466926953456	0.6158235139048884	0.9998843627839196	3.5596599313795e-05	0.9562679480348892	0.9564430303822324		False	174.0	11.540229885057473	0.9260423507131632	1.0	52204	51995	51975	816	71682	75588	0.9547876888161306	176008	52791
CAVAHC01.fasta	5.403537493294082	0.6972281766267064	0.0099797471447199	3032769	258	257	3	6.449584794160601	0.0037354121879664	0.4238875430341051	0.9915308371017576	0.0002807498394512	0.9831527754981708	0.989395225245478		False	5662.0	29.93606499470152	0.5626561639729466	0.9696350523582395	21658	13633	13372	24274	59222	59897	0.9776392149751574	147701	37646
CAVAJE01.fasta	1.1357947588419912	0.5224036106849816	0.0013765374791169	2273696	268	255	1	1.960088205405822	0.0013154969212192	0.036476732157685	0.6331883478471931	0.0001629718585666	0.9811181981504034	0.9825650795181884		False	212.0	47.50943396226416	0.9170939639555408	1.0	1566	1446	1448	228	9268	9337	0.9792761593347762	20008	1676
CAVAKS01.fasta	3.2149182991798395	0.5620580238865814	0.0017247738006727	3315083	203	191	1	4.5309164733218745	0.0025038871559445	0.2930677753769664	0.9415025934482524	3.393034950362735e-05	0.9688248808082804	0.969884019663546		False	531.0	88.49529190207156	0.8054504485200493	0.9956830834088408	30288	29259	29187	2434	38479	39258	0.965282224378286	91913	31621
CAVAKV01.fasta	1.835759742407892	0.4935568426903491	0.0058207211558416	1937637	71	71	0	2.927407147003042	0.0021107862607285	0.1428554471245129	0.8022943266681158	0.0	0.9681577445249672	0.9725110367699656		False	18.0	10.27777777777778	1.0	1.0	8814	7609	7553	2654	12995	13316	0.9622513164892116	34280	10207
CAVANT01.fasta	5.5706430390625545	0.7529416064403212	0.00644729767573	2708809	84	80	5	5.151534054106666	0.0031397740952071	0.5154239372358849	0.9926926734963568	0.0	0.971745148386496	0.977068941436844		False	200.0	21.81	0.684407940090366	0.9949653899400092	39449	32016	31672	16779	54091	54661	0.9659679407057736	118913	48451
CAVATM01.fasta	1.6543384056407828	0.0888815053768772	0.0030755703460896	2419806	28	25	0	17.79215010948441	0.0114509458635702	0.0191180615305524	0.767944987407325	0.0012618788869519	0.9648955946565214	0.9676408283256236		False	188.0	32.38297872340426	0.7057967155623714	0.9920739377154516	1624	1497	1483	264	14586	14897	0.971474545625671	41538	1747
CAVATN01.fasta	3.3083143150491816	0.2822898546098725	0.004084481138279	2631678	47	42	0	8.24819948885745	0.0050935417849598	0.1806619198853355	0.9461332319898474	0.004292494028017	0.9717527195631872	0.974320845357182		False	4538.0	51.42441604230939	0.921237587162303	0.9981628822980904	13430	12209	12110	3918	32035	32809	0.9650974556697798	83324	16028
CAVAUN01.fasta	0.9366246063406608	0.4742714641885637	0.0006546139100679	1761993	192	183	0	1.3236092549792924	0.0010081904060167	0.0237072451479659	0.5626578889717126	0.0	0.9860911615436178	0.9862826773915542		False					581	573	572	28	5943	5997	0.9811523962360472	13154	600
CAVAWT01.fasta	3.2059809834340225	0.7536616949817109	0.0024570696515255	1938310	109	97	3	3.0690407627542085	0.0022169057264466	0.2909121863891741	0.941039126045432	0.0001300142100165	0.9724993704311926	0.9736946644486928		False	324.0	68.8395061728395	0.2151702368917832	0.726661194005595	15507	14833	14762	1916	22233	22718	0.9614421456253864	50386	16678
CAVAZJ01.fasta	5.29882125936115	0.8863912178045603	0.0013216004982938	2198448	84	83	5	4.468130635298144	0.0030250574126502	0.52432625197412	0.9907103943136664	3.2282127209365566e-05	0.9979344220198768	0.9985607753595024		False	551.0	42.83847549909256	0.5706865450402151	0.9838796798582374	2381	1659	1656	2136	41648	41756	0.9947631119793514	89088	3792
CAVBAH01.fasta	1.7206040061900447	0.5370193287182533	0.0056511620329283	2306930	163	122	1	3.18952726084938	0.0021149479024896	0.0920812508398607	0.7811335029293389	0.0	0.9794327409674004	0.983655407790985		False	1129.0	43.05314437555359	0.4504194762003845	0.9563198937160252	4369	3472	3451	2035	14268	14467	0.9715375652286472	32703	5486
CAVBBE01.fasta	1.9520717649172503	0.4873618131994396	0.0064540214206525	1675359	449	411	1	3.098004207962316	0.0024603162592546	0.1605029131069818	0.8215914918272121	0.0	0.972097433990331	0.9771178876905912		False	49.0	18.020408163265305	0.5791253918788641	1.0	7503	6153	6079	2954	11962	12097	0.9656445077663716	30726	9033
CAVBKW01.fasta	1.8979575294674664	0.04960108481662	0.0022932063848924	2097313	38	31	0	17.114569140140834	0.0118392107611312	0.0290629009594657	0.8128596667754875	0.0013713852668003	0.9503396003543656	0.9519637759622008		False	567.0	78.04409171075838	0.9171579734884588	0.992114092011071	3027	2928	2915	265	14616	15879	0.9362947921517376	48617	3180
