genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	reads_unfiltered_reads	divergent_site_count
CAVAHC01.fasta	2.0834105729780275	0.5821960063559077	0.0118997730386863	3032769	258	254	1	2.7997660172329804	0.0016215431594442	0.1621171938911272	0.8411272220844176	0.0	0.9828521103843276	0.9890514660418496		False	517.0	31.4468085106383	0.3706681271650465	0.9790019900272418	8431	5383	5261	8879	26041	26619	0.9756037511434908	60107	14140
CAVAJG01.fasta	0.9213560899954591	0.4937656933262284	0.0012361986555646	1929164	35	34	0	1.2375966323847445	0.00089265576135	0.0176122921638595	0.5567216725113227	0.0	0.9788974894781765	0.9789857845012804		False					717	714	713	24	7233	7373	0.9770587787754708	15438	737
CAVAKS01.fasta	1.1687948687860907	0.4221990821949254	0.0029216357294502	3315083	203	183	0	1.8964503320900847	0.0010480214447488	0.068967202329474	0.6437226823221396	0.0	0.97129448196228	0.9726547464921796		False	97.0	43.865979381443296	0.7469923766981981	0.9915123456790124	6563	6252	6230	893	15925	16398	0.9641867229345696	35899	7123
CAVAZJ01.fasta	15.255704933662292	0.932806234216138	0.0027014588451489	2198448	84	84	15	11.386818438159809	0.0077092149568628	0.8507924681411614	0.999998588401004	0.001842418576993	0.9975117927869792	0.9984233512954022		False	5265.0	45.93846153846154	0.6475175505592163	0.9792061368290352	4654	2949	2940	8523	135081	136747	0.9945122788317128	284291	11463
CAVBCU01.fasta	1.172643190374826	0.562066945209167	0.0065571798151377	2652378	51	51	1	1.4409390399172364	0.0008864712479902	0.0334194447397768	0.64493128224593	0.0	0.9863607134396046	0.989598492796787		False					1209	922	913	737	12693	12873	0.98116813530752	27000	1650
CAVBQE01.fasta	1.5420939706330603	0.528010190759015	0.0108742304237427	2014374	270	259	1	2.200107675446711	0.001571355970244	0.0990243122677317	0.7437672264779367	0.0	0.9792000882329348	0.98530620839015		False	20.0	23.55	0.767478354978355	1.0	4149	2931	2888	3261	12771	12920	0.9715084730640258	29203	6149
CAVBQR01.fasta	5.282081486397015	0.2766589077441884	0.0026348442576643	2653719	35	28	0	11.141420608582392	0.006848362404427	0.2266102778779516	0.990572062776886	0.0020686978445673	0.9892992550219504	0.9899511108154848		False	1446.0	23.87759336099585	0.8273813434449915	0.9755738871449988	6435	6043	6009	2494	57818	58344	0.9850677755486617	122511	8503
CAVBQZ01.fasta	5.582629493010648	0.8592802389632483	0.0028936467102632	2228962	93	92	5	4.292479351497978	0.0028871982785394	0.5868327948166008	0.992769606673809	2.7931780279051977e-05	0.9818566575027444	0.9830890470234582		False	32.0	13.125	0.8198218201754388	1.0	23732	22120	22059	4566	50408	51273	0.9783446332212604	106141	26625
CAVBRB01.fasta	1.742494946164971	0.6573948365153917	0.011284855526236	2642053	111	111	1	1.8966840962527625	0.0011718084452796	0.0906386056600681	0.7853235004984924	0.0	0.9721470568584218	0.9792376561769226		False	11.0	44.09090909090909	0.4774834865075507	0.9166666666666669	6670	4972	4887	3712	18738	19437	0.9677105241796938	41028	8599
CAVBRO01.fasta	7.044246778266813	0.8780901468494914	0.0033801995427119	2902087	116	113	7	4.7022539363037525	0.0027713657460257	0.6941656125402167	0.9980108938364785	0.0	0.9860622507792144	0.9877544577417352		False	1215.0	38.062551440329216	0.4575784522709753	0.9688684621024992	28078	24669	24550	9523	82555	84101	0.9805602726499658	172695	34073
CAVBSP01.fasta	2.770105769859979	0.6810369181021756	0.0047697116422737	2506196	40	40	2	2.9090858205263945	0.0018405319723679	0.2452844869275986	0.913360842006485	0.0	0.9829144780399882	0.985557910695898		False	15.0	22.4	0.2077458465697776	0.9559082892416224	10503	8878	8834	3929	28190	28974	0.9785082415686226	61453	12763
CAVBWZ01.fasta	0.9623336351861806	0.1277978511925592	0.0049121286708308	2217416	27	25	0	3.927943867494296	0.0026410172571612	0.0601619181966757	0.5724741821808215	0.0045815285056546	0.9443195106593504	0.947895115588738		False	827.0	35.349455864570736	0.8299102716785877	0.9962715721427844	7428	6951	6876	1233	9017	11696	0.9368109663763384	32297	8109
CAVCAC01.fasta	1.5089993883984836	0.6544390424445352	0.0055086956906724	1966967	179	172	1	1.6279082339223483	0.0011714401810707	0.0578962433025058	0.7361689809040228	0.0	0.985994028802248	0.9893835616438356		False	3.0	27.33333333333333	1.0	1.0	1595	1209	1198	896	12109	12277	0.9825066087034144	25591	2094
CAVCGL01.fasta	1.0476369659708125	0.3231844516585972	0.0011363227176569	2617694	40	38	0	2.146988781788117	0.001329030858596	0.074393340092463	0.6034937364578674	0.0	0.9592069385177084	0.959340450551764		False	2.0	1.0	0.999999999999999	1.0000000000000002	7944	7918	7911	167	11364	13331	0.94413336910505	32562	8078
