genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	divergent_site_count	reads_unfiltered_reads
CAVABY01.fasta	1.0898032499553494	0.5538262502913638	0.0009169415988411	2642744	77	72	1	1.3550248173891608	0.000835966477736	0.0251257783576464	0.6179853306643202	0.0	0.9797894610020932	0.9798798210870318		False					1342	1336	1334	47	11046	11127	0.9744941512226322	1381	23165
CAVAHC01.fasta	1.3600406097530011	0.5015225360058745	0.0122526941396396	3032769	258	253	1	2.0902327276195307	0.0012106020861227	0.0747481921636629	0.6990815130586032	0.0	0.9795848147723364	0.9869956858143576		False	37.0	31.18918918918919	0.8260885363879918	1.0	4628	2948	2885	3995	16154	16458	0.9734072024948393	6880	38431
CAVAJX01.fasta	1.2829888022176332	0.3715286028631187	0.0013499775964327	1359287	127	119	0	2.4966763896445263	0.0021617372048417	0.0962408968819682	0.677895455044552	0.0007271498764911	0.9716554934680742	0.9721141424410829		False	185.0	79.64324324324325	0.8426329099151183	1.0	3708	3648	3644	164	6829	6940	0.9662946670784636	3808	15806
CAVAKS01.fasta	1.1457713125131408	0.4296429380501182	0.0021208091563465	3315083	203	182	0	1.8259584452124973	0.0010090660300572	0.0625733955982398	0.636405509323738	0.0	0.9702607069168322	0.9713887656915868		False	7.0	13.285714285714286	0.2041647137323833	1.0	6169	5935	5923	518	14735	15047	0.9641124902477456	6441	33589
CAVAOT01.fasta	7.59791240751252	0.8859700322984112	0.0009682998128825	1990810	398	371	8	4.759959949635517	0.0034430966011192	0.7319427770605934	0.9987800637257634	0.0	0.9780483804444128	0.9781183796689312		False	42.0	2.761904761904762	0.9204898460782748	1.0	31987	31885	32346	989	58314	59407	0.9737823148111984	33335	127313
CAVAUN01.fasta	1.4445312779335673	0.6288458580709458	0.0052552859754195	1761993	192	184	1	1.5919557395682074	0.0012125893630602	0.051833350075738	0.720714610466787	0.0	0.9803569473338444	0.9837293331873426		False					1794	1486	1473	683	9862	9978	0.9751170511759296	2156	21497
CAVAZJ01.fasta	27.74747094313807	0.9419040159239608	0.0023870825772023	2198448	84	84	29	18.685524974920867	0.0126506564933667	0.8963668915525862	0.999999999977126	0.0026017231170152	0.9971947857928688	0.9983867988486848		False	11672.0	63.47429746401645	0.6619410276961619	0.97663978092697	5528	3179	3158	8602	234314	235006	0.9945810533012888	11760	490879
CAVBCU01.fasta	1.3699393525357246	0.6181336144395708	0.0085068157393159	2652378	51	51	1	1.5620568978282698	0.0009609834207344	0.0470321349370262	0.7017002567847657	0.0	0.984913464852862	0.989538826585008		False					1882	1305	1289	1460	14111	14245	0.9793957515997488	2749	30343
CAVBQE01.fasta	1.7623092831817726	0.5669617459319868	0.0098741786175273	2014374	270	258	1	2.384734492090913	0.0017032197212043	0.1232085005068572	0.7890468265788567	0.0	0.9792455719051688	0.9846567924315438		False	35.0	16.857142857142858	0.4520174776490565	1.0	5151	3808	3737	3582	13798	13889	0.9711065314743028	7319	31775
CAVBQR01.fasta	8.946450622692154	0.2880783534353109	0.0019506672724392	2653719	35	28	0	18.630463374169363	0.011451696281032	0.2426443794538909	0.9996291511162774	0.0013374710083755	0.9883896817878276	0.9891273625196068		False	1866.0	31.32529474812433	0.884871589067035	0.9863947073496804	7476	7001	6967	1883	92212	92510	0.9880411591455748	8850	197334
CAVBQZ01.fasta	3.3300868296543413	0.8242549671102514	0.0031075835088971	2228962	93	92	3	2.780111116892129	0.0018699523919755	0.3003196106528509	0.9471589363865032	1.1469582177311968e-05	0.982142243587924	0.9837511446800946		False					11954	10877	10854	2331	28477	28699	0.9783855502709832	13185	59795
CAVBRB01.fasta	1.7414688501706816	0.6734520465713595	0.0130414450423142	2642053	111	111	1	1.8376964232899344	0.0011353647098774	0.0867537479376832	0.7851289062677068	0.0	0.9731379358486616	0.9814317126801856		False					6157	4256	4168	4192	17741	18083	0.9685782582117384	8360	38497
