genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	divergent_site_count	reads_unfiltered_reads
CAVAOT01.fasta	1.7813734108227304	0.693015908097709	0.0011192771150057	1990810	398	370	1	1.8189322044063456	0.0013157168036965	0.0865075019715592	0.7925682111434278	0.0	0.9792532806874928	0.9794623156427824		False					3573	3537	3581	143	13874	14124	0.9736880933599924	3724	30386
CAVAZJ01.fasta	3.9765416330065575	0.8505081766773651	0.0018209706813125	2198448	84	84	4	3.613624817944906	0.0024465315440204	0.3813249164865396	0.9701415161052102	5.5297361453331705e-05	0.9979948062978112	0.9985184708042129		False	389.0	45.67352185089975	0.5842016226248716	0.9854147998805258	1681	1242	1241	1524	34044	34184	0.9948531574031292	2765	71939
CAVBQR01.fasta	1.1463994492257847	0.236145952152432	0.0016769008613347	2653719	35	28	0	2.704655539640032	0.0016624864965898	0.1086222768876433	0.6366071191711313	9.529994288313351e-06	0.9915907206516498	0.9918196861784612		False					2424	2358	2354	361	12037	12090	0.9878854399672464	2715	26087
CAVBRO01.fasta	6.806282168660002	0.8756412195774972	0.0027469081089014	2902087	116	106	7	4.474462871845842	0.0026371126066077	0.6883411834310963	0.9975457821296898	0.0	0.9861846011215312	0.9875792565775576		False	211.0	29.16113744075829	0.673479869597834	0.9598550603777868	27598	24812	24736	7388	77000	77587	0.981695215115998	32124	160490
CAVBSP01.fasta	0.943672003307004	0.459819982156224	0.0048657694552102	2506196	40	39	0	1.3666061719824043	0.0008646298213071	0.0271044243945804	0.5653709537380137	0.0	0.9809065347642392	0.9841452104403128		False					1297	1077	1070	442	9310	9474	0.9776430584024116	1512	20488
CAVCMC01.fasta	1.9194453080881464	0.6770267955152569	0.004800896619696	1576010	22	20	1	2.012515020125242	0.0016053394443572	0.1106515821600116	0.8163769395386868	0.0	0.9715691446659174	0.9746656880060556		False					4958	4418	4383	1169	11735	11935	0.966225539695581	5552	25080
CAVCRQ01.fasta	1.2521576901660645	0.5907369446779706	0.0094730540697183	1465456	12	12	1	1.5036456639197622	0.0012431260861042	0.0394805439399067	0.6690060694289794	0.0	0.9827678586860707	0.9878839207010388		False					997	701	690	751	7174	7352	0.9764272123257952	1441	16064
CAVCRU01.fasta	2.028961779483995	0.5658423852060198	0.0096567010435848	3560313	46	45	1	2.780019219986676	0.0014752499667337	0.1561890766345543	0.8333022941194459	0.0	0.9776831474494768	0.9837595894130722		False	183.0	29.371584699453557	0.704848572906278	0.9952114924181964	12410	9031	8829	8300	28399	29345	0.9716056609794818	17129	67508
CAVEBY01.fasta	1.2537158070126615	0.5303046844635816	0.0072812859637035	2518901	54	54	1	1.870178042668074	0.0011808929494577	0.0560260208718007	0.6694611434425551	0.0	0.9867350698676342	0.9910220798730196		False	6.0	48.333333333333336	0.5321820175438595	1.0	1872	1267	1247	1539	12382	12519	0.983101594808104	2786	28227
CAVEUH01.fasta	6.258963551825972	0.8981851940726873	0.0022931282761227	1683596	70	70	6	4.130101980536936	0.0031963564709231	0.6562298793772378	0.9960207615263108	3.4141182975881846e-06	0.9874686149674248	0.988567430527522		False	35.0	13.2	0.8583908287048061	1.0	13845	12631	12608	3284	41041	41206	0.984433226276136	15892	85024
CAVEVP01.fasta	1.0077955696618657	0.0448938180758724	0.0097390752975959	775697	44	28	0	9.955343606811777	0.0113681034736358	0.0200451980605829	0.5892963981418393	0.0030372381119563	0.9839217956138658	0.9884236928419834		False	667.0	89.904047976012	0.3289677567482503	0.8866793363242672	250	180	172	272	3144	3308	0.9695722957710172	444	8845
CAVEVQ01.fasta	6.925772925100166	0.9395128941808571	0.0012701147306675	2170165	56	54	7	4.077733134868216	0.0027752115854707	0.7120527701810692	0.9977915348187948	0.0	0.9899545193338132	0.9900541781641032	2.078957775272785	False	354.0	37.29661016949152	0.3865452558744537	0.8060506460146292	15523	15369	15363	1520	58676	58904	0.9873439657806397	16883	121013
CAVEYQ01.fasta	2.05292225853937	0.6619314225636665	0.0022351015565474	2743118	226	179	2	2.3126035200281883	0.0014079488907984	0.1340861020196725	0.8367920875193778	0.0	0.9820180852278596	0.983007715856384		False	192.0	32.333333333333336	0.2176095266518712	0.824295157584414	6614	6250	6246	957	21950	22200	0.9745890043888046	7203	47630
CAVFQG01.fasta	0.911272576547466	0.4573318233079048	0.0027436636559456	2928869	132	118	0	1.417669432711266	0.0008321301450549	0.0221010226131656	0.5527572134126061	0.0	0.9784956203364692	0.9794688788988274		False	221.0	45.4027149321267	0.4335213194282782	0.9919771738476988	1392	1329	1326	227	10479	10628	0.9750028166542436	1553	23170
CAVFWK01.fasta	7.077716470597757	0.8355440693929311	0.0014483578527635	2347559	78	67	7	4.938285656132829	0.0032338200252313	0.6911042491370823	0.9980688191881472	0.0	0.990706406773142	0.9910065778768348		False	36.0	3.583333333333333	0.9848484848484854	1.0	15078	14591	14560	2270	64855	65241	0.98287822164511	16830	135462
CAVGWE01.fasta	2.8800210941368314	0.6443436001811917	0.0093747977752765	3415167	65	63	2	3.4515151052711217	0.0018712509263286	0.2610232530356495	0.9213744545105392	0.0002357582779865	0.9868841130847014	0.9914172382151086		False	504.0	48.05555555555556	0.4673977975171861	0.9443440257055796	11692	7651	7489	12811	38515	39156	0.9796714007281674	20300	88107
CAVHXF01.fasta	3.1241660272428664	0.8025993918080305	0.0013444616288528	2051326	190	186	3	2.654058167343824	0.0018704818293483	0.269948316357322	0.9366220076777622	0.0	0.988655571447146	0.9889011687542438		False					6282	6146	6141	672	25016	25184	0.984644235118895	6813	52143
CAVIFO01.fasta	3.797783331344192	0.8510262002720096	0.0011556834799557	3049892	52	52	4	2.8712522016239928	0.0016469139580484	0.3671657881656137	0.9650362224861688	0.0	0.9830882930767196	0.9831856304964388		False	1.0	1.0	0.0900000000000002	0.3	18938	18829	18818	804	45377	45747	0.9797248128250188	19622	95046
CAVIMN01.fasta	1.1567383042592263	0.5875340157160251	0.001074317821006	2779965	40	36	1	1.363327333544314	0.0008188537630541	0.0275219292329219	0.6399095116759026	0.0	0.9851522676774278	0.9853221801071756		False					1136	1123	1123	81	12531	12571	0.9828350201783788	1204	25661
CAVJGK01.fasta	6.236848586694446	0.7761726087643093	0.0013666112306206	1697156	200	177	6	4.922385160528625	0.003823789946796	0.6174582654747118	0.9959422932386348	0.0	0.970205826191428	0.9704176738176372		False	37.0	12.08108108108108	0.6588240480377686	0.9814814814814814	31222	31000	30970	1314	41219	41822	0.9642449361900044	32284	87874
CAVKHB01.fasta	0.9237259947137286	0.4844152864102355	0.0046706601151125	1512219	270	254	0	1.283589383060323	0.0010629550238146	0.0202748411440406	0.5576483183057315	0.0	0.9717221135029354	0.9743313763861708		False	6.0	17.166666666666668	1.000000000000001	1.0	867	787	786	160	5468	5591	0.9657890121202792	946	11998
GUT_GENOME001056.fna	1.5541217748132077	0.5376520691165507	0.0074763390126572	4116467	145	99	1	2.0882505632049737	0.0010328934671887	0.0941678871712077	0.7464741597346116	0.0	0.9694896540337788	0.9741434685364476		False	83.0	25.843373493975903	0.25803068685804	0.908497624090149	11827	10023	9936	4116	25009	25596	0.967160454836302	14052	55316
GUT_GENOME007621.fna	2.239249651448227	0.7899018931628776	0.0014871379351628	1561461	161	161	2	1.9720986724402871	0.0015947329815359	0.1261280300948918	0.8615515801019512	0.0	0.9906166219839142	0.9909365098708264		False					1848	1785	1782	313	13706	13797	0.9862746577507532	2095	29250
GUT_GENOME017944.fna	0.9880387776273256	0.3124917599341252	0.0083983545233006	3056711	108	104	0	2.075692505773488	0.0011914499393829	0.0699166522448474	0.5820687111223857	0.0	0.9842781274126756	0.9887560536228154		False	3.0	3.6666666666666665	0.4357859218970332	0.7962962962962963	3360	2403	2364	2636	12020	12297	0.974126279020566	5000	29766
GUT_GENOME022007.fna	4.540343959486783	0.765612604147641	0.0013206959148084	2502097	25	24	4	3.837386702941568	0.0024283872659722	0.4767117341973552	0.9818507077990918	0.0	0.99775314622407	0.9979426197141298		False	3.0	2.0	0.999999999999999	1.0000000000000002	2680	2454	2452	1216	44565	44716	0.9961192396534948	3668	92628
GUT_GENOME024079.fna	1.349329367205352	0.568064041909492	0.0041228431963847	3484843	73	71	1	1.6633634677306666	0.0008929091595775	0.0552403652044008	0.6962219160772125	0.0	0.9899378714208537	0.9919534139550348		False					1937	1549	1539	1011	18487	18700	0.98361363808256	2550	39606
GUT_GENOME047636.fna	2.293545398942117	0.7247451415104943	0.0010926144609087	1690546	109	102	2	2.257649875980833	0.0017476787360516	0.1577070366615283	0.8680326304410639	0.0	0.9965717843599852	0.9966880586322396		False	10.0	26.6	0.550667600373483	1.0	914	883	883	220	15185	15212	0.992858803820032	1103	31830
GUT_GENOME142015.fna	23.48795428849716	0.8249263972735694	0.0102995994109443	2036949	2	1	23	19.083878148394	0.01337270639753	0.7512259757117139	0.9999999990164607	0.0060653241763419	0.9645904579047698	0.976586204890966		False	88728.0	43.314218735912	0.7438619757083428	0.9884015722910072	54184	35828	35289	38954	189641	201260	0.964978122450312	74243	446566
GUT_GENOME143348.fna	0.8432998017513074	0.0507604468585776	0.0028825922231866	1958651	1	1	0	5.150132435314715	0.003680121463096	0.0344599420723753	0.5250917848804819	0.0020205175205625	0.9860434106230092	0.9875842655011482		False	338.0	37.14497041420118	0.7169204828124582	0.9771390413455192	942	838	837	321	6544	6685	0.9865873693859384	1158	15261
