genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	divergent_site_count	reads_unfiltered_reads
CAVAFO01.fasta	2.026952777037033	0.5916044913730008	0.0046931900796515	3524980	367	297	1	3.2394066962967165	0.0017436389689847	0.1315987608440331	0.833006318418708	0.0001912574397793	0.973732600677326	0.9763604184675876		False	2672.0	45.870883233532936	0.306392941610514	0.9470671390687484	12185	10966	10920	3804	27231	27788	0.9674724283245848	14724	61336
CAVAIJ01.fasta	15.99060944294711	0.8810889922003703	0.0122215066878185	2496657	100	98	14	13.64269894507275	0.0086689690277504	0.7011543836418058	0.9999992622849058	0.0062823196596741	0.972460529367476	0.9915860344967444		False	63324.0	39.33677594592887	0.7472563660950897	0.9907613040103024	48209	14729	14372	52240	152959	155323	0.971199566423448	66612	343693
CAVAJG01.fasta	4.681112129399056	0.8473546054145734	0.0009942879151957	1929164	35	35	4	3.4598558371854486	0.002495530583784	0.4916938114126118	0.983972062894568	0.0	0.9802194488897884	0.9804629764337024		False					18763	18532	18514	739	34498	34896	0.9763285411465048	19253	73751
CAVAOT01.fasta	2.9920519788427824	0.8101390891144811	0.00349227308475	1990810	398	372	3	2.5219212291067774	0.0018242208976764	0.250594983951256	0.9287800210943404	0.0	0.9783016995832724	0.9806288798866276		False					10825	9664	9722	2540	22665	23093	0.9731854935476528	12262	49763
CAVAUN01.fasta	4.87799327239098	0.8236843165665244	0.0020258531446292	1761993	192	185	5	3.834622353226784	0.0029208238403266	0.50642823212124	0.9865297005715216	0.0	0.9805193859174312	0.9814473010333702		False	18.0	40.22222222222222	0.7946409146409148	1.0	17383	16555	16595	1885	32775	33111	0.9749029406883624	18480	71837
CAVBCU01.fasta	1.5472104654766403	0.6367968668115932	0.0141024841452788	2652378	51	50	1	1.9489833458390016	0.0011990220620278	0.0659363031966031	0.7449222404804448	0.0018623863911542	0.979484012625223	0.9874148026165316		False	1359.0	34.24944812362031	0.2377830851707981	0.9022569407154764	3588	2201	2155	3761	15685	15952	0.9760466702683196	5916	35302
CAVBDA01.fasta	3.221435026440842	0.8507038279767026	0.0008274253688872	1850168	96	96	3	2.5231865969938183	0.0018647005999874	0.272509307262908	0.941838236712728	0.0	0.989357144557189	0.9894721810118448		False					5366	5308	5316	293	22601	22757	0.9853657069991618	5609	47392
CAVBGU01.fasta	0.9890889381821176	0.5094195750517607	0.0010148777621234	1773063	184	179	1	1.3197030599882855	0.0010015406791115	0.0227391807284907	0.5824560757391704	0.0	0.9873009573887592	0.9876481968351604		False					512	498	498	59	6706	6821	0.982882748774948	557	14658
CAVBIJ01.fasta	1.267238787799646	0.4441501770365322	0.0025437308692506	1470318	245	220	0	1.997088930244731	0.0016751431630065	0.0797154085034665	0.6733845681712526	0.0	0.9635346011756976	0.9644304521061028		False					4274	4169	4167	297	7195	8317	0.9425136297728816	4464	20656
CAVBQO01.fasta	5.117235457829185	0.8948882813887847	0.0008999172488253	2026520	15	15	5	3.9411900679607	0.0027705994034516	0.5183531373981012	0.9890948367502151	0.0030920440741065	0.9820172820678316	0.98222861946227		False	312.0	41.84294871794872	0.8876855191156654	1.0	18890	18668	18653	867	39284	39534	0.9798176715522764	19520	81801
CAVBQQ01.fasta	1.1882949486269658	0.5139509879348242	0.0057876864236917	1889902	40	40	1	1.5907334455054851	0.0011595754865529	0.0473495451086881	0.6498047558613367	0.0	0.9597814183224193	0.96322329749905		False					3599	3291	3268	747	8641	9370	0.9504638399720576	4015	22024
CAVBQZ01.fasta	31.52085948526713	0.8547157825032459	0.0017656842533543	2228962	93	90	36	18.100380352563835	0.0121746391107494	0.8205900324904597	0.9999999999991828	0.0012889106069091	0.9791051597975796	0.9803784886696146		False	7424.0	42.51980064655172	0.924702170491174	0.9992150803615072	38218	35889	35855	5984	266742	268646	0.9775784103936018	41839	561533
CAVBRB01.fasta	1.4561660950783348	0.6273973307878381	0.0060500403449211	2642053	111	110	1	1.6555735178472852	0.0010228456250714	0.054024654312385	0.7235691727338618	0.0	0.9755842954825692	0.9789891828270372		False	28.0	32.107142857142854	0.8247643903146303	1.0	3485	2999	2969	1185	14698	14912	0.972003911506946	4154	31445
CAVBRO01.fasta	4.287427633975136	0.8418014346227387	0.0042683409809465	2902087	116	101	4	3.2983003256214243	0.0019439181010539	0.434507304570814	0.9773092652997386	0.0	0.9860885756928351	0.9888879901156088		False	37.0	16.62162162162162	0.6530006123516354	0.9785421785421786	17542	14012	13930	8151	47534	47873	0.9804660345220152	22081	99026
CAVBSP01.fasta	0.8855181318619932	0.2970980721380131	0.0028615482241531	2506196	40	40	0	3.373397213832543	0.0021342943490172	0.0272440782763997	0.5424698571537152	4.608709803550477e-05	0.9730663893730136	0.97482388435683		False	76.0	15.302631578947368	0.9942332683560772	1.0	1839	1719	1710	251	8535	8802	0.9735875674357214	1961	20976
CAVBTV01.fasta	0.924449909552059	0.287479624998501	0.0203854212571813	2168098	67	58	0	4.557163706060623	0.0031045704999251	0.0282662499573358	0.5579309865803919	0.0088522492346605	0.9756216957117682	0.9880392924743816		False	12723.0	69.87015640965181	0.2463321851918959	0.8861668679581832	1494	733	715	2699	7744	8067	0.9743502549748738	3414	19557
CAVBVC01.fasta	9.29105160625499	0.8768347110811041	0.004301117913763	3748751	50	49	9	8.088722770721702	0.0041832781081685	0.7219473899440106	0.9997264424583602	0.0022827827941725	0.9863179920492195	0.9898130395310968		False	4550.0	42.17208791208791	0.6713735828684692	0.9774755152354794	37029	27570	27402	22035	132189	132943	0.983256074831512	49437	285042
CAVBVV01.fasta	21.04895128511956	0.9245887334459678	0.0026344605802436	2191158	96	92	22	10.32551267573596	0.0070062561751248	0.9061902427848654	0.9999999915256678	0.0017481159977031	0.9879774738795108	0.9902553678826514		False	6385.0	35.25058731401723	0.8218361710723199	0.9951441101769406	23872	19349	19250	10737	175260	176036	0.9830600020351458	29987	365869
CAVBZH01.fasta	5.691864866902948	0.319779302717241	0.0011155840291165	1989150	248	170	0	11.178388134558489	0.0080265479984018	0.2521137169142599	0.9934344347701866	0.000538450056502	0.9629026983481292	0.9632955261499684		False	427.0	25.94613583138173	0.9649823572910964	0.9957994627065136	18604	18407	18399	698	43530	45572	0.9551834415460596	19097	109074
CAVBZP01.fasta	2.36245148554116	0.6567057115113767	0.0044359494933971	2743512	502	492	2	2.7892057856551014	0.0017156269364579	0.1881110780634456	0.8758226709200839	0.0	0.9761395894087216	0.9782884602342636		False	744.0	38.94623655913978	0.3685335075821121	0.948566716667893	12314	11205	11156	2960	24896	25470	0.9687045997019692	14116	57884
CAVBZR01.fasta	5.1910443899670495	0.781123855906379	0.0048215543484258	1097703	46	46	5	4.821467957270034	0.0046213053921852	0.5044415474859776	0.9897828969811432	0.0061940250055074	0.9855235522197762	0.988911503322034		False	3363.0	52.08682723758549	0.1952898707031656	0.8690210793881122	8016	6140	6098	4484	21838	21958	0.9823944799395296	10582	47206
CAVCCU01.fasta	0.956668022244871	0.3047959018025843	0.0313851411379727	2987655	166	162	0	3.2130058409153324	0.00186927371351	0.041635664091068	0.5703300244280148	0.0063993088938945	0.9623049528510448	0.9812690424702356		False	12108.0	43.094648166501486	0.2723568587696629	0.915578466480552	4689	2330	2213	7834	10964	11891	0.9487259234771472	10047	28969
CAVCCV01.fasta	0.9795098199682892	0.5208393983200039	0.0005477784664823	1600718	68	68	1	1.2730058940881956	0.0010104758598101	0.0203833529703545	0.5789093597773709	0.0	0.989610150790732	0.9898246904499204		False					339	332	340	17	5971	6004	0.987748604088611	357	12535
CAVCCX01.fasta	1.7984214422884666	0.6868445499916729	0.0009300910310084	2035529	107	100	1	1.94189462590944	0.0013683025186253	0.0882404524818855	0.7956673822053323	0.0	0.9792056386958844	0.9795174149296276		False	2.0	33.5	0.7746005809731298	0.9044117647058824	3735	3679	3678	148	13938	14037	0.9736452841869984	3826	29462
CAVCHS01.fasta	1.5475252307352712	0.4965692506819214	0.0152728712502537	2092983	336	305	1	2.8575916352851327	0.0020077230822786	0.0891717706259439	0.7449931263608217	0.0	0.9718648699332922	0.9819862298068422		False	554.0	29.575812274368232	0.6357041320407055	0.9804054449995788	5251	3362	3293	4618	12668	13133	0.9651068151832992	7911	32920
CAVCIU01.fasta	1.7814265872220394	0.5071344738898741	0.0171815973819391	1820807	111	106	1	4.268507936101077	0.0031827906551847	0.0893587293985578	0.7925779508247484	0.0042929083720087	0.9644755846470606	0.9775237392827508		False	5368.0	44.85655737704918	0.3983342571741402	0.9692833317416928	5780	3657	3564	5102	12451	13467	0.9558171677734943	8666	32516
CAVCJJ01.fasta	2.740584144509923	0.5896063105846882	0.0096821733638965	2464938	83	73	1	3.674772201450464	0.0023485230364832	0.2352850254245745	0.9110726735541476	0.0	0.9786986411202094	0.9851749163308694		False	327.0	25.29357798165137	0.4328929783540667	0.9786158954356856	12354	8598	8472	9612	25964	26311	0.9703533191006408	18084	61513
CAVCJM01.fasta	8.706654767829663	0.9084189992391608	0.0181876119534339	1748070	69	67	9	5.418524325087448	0.0041145542874382	0.7644848318431184	0.9995416952306966	0.0	0.9834312725563896	0.9928657642738966		False	2613.0	20.82587064676617	0.438858728191431	0.9758299325136032	22142	9534	9159	47531	58040	58807	0.9759859512319567	56690	125256
CAVCLO01.fasta	1.834088427938643	0.565090445644181	0.0176285038998731	3047521	77	76	1	6.377374973984786	0.0036624251753245	0.0650407331073354	0.8020023430354162	0.0009200050678383	0.9817115930842074	0.9903689465373108		False	4315.0	47.54044032444959	0.3368661560850328	0.9062474390193506	3625	1909	1856	5794	21388	22048	0.9692847772619896	7650	50990
