genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	reads_unfiltered_reads	divergent_site_count
CAVAAU01.fasta	1.315152908529158	0.5213362051579907	0.0019084523149521	1239630	32	27	1	1.7790970083988809	0.0016020562662421	0.0620935279075207	0.6869148304385144	0.0	0.9844620841074144	0.9853585023319864		False	79.0	23.37974683544304	0.8596882095795265	0.9967867575462512	1196	1127	1125	174	6336	6389	0.9776527557770188	13232	1299
CAVAFE01.fasta	1.1397158823730718	0.5347358387972151	0.0016002698322533	3155876	222	211	1	1.5749890297721023	0.0008928826317868	0.0329524987673786	0.6344561828211558	0.001211479239907	0.971594515068177	0.972171471431044		False	327.0	37.24464831804281	0.5113701506745284	0.9835572896453642	2954	2894	2893	229	14430	14855	0.9647020833578414	31612	3122
CAVAFO01.fasta	2.0539134973815454	0.585221192744356	0.0033347262642242	3524980	367	295	1	2.8514447387701853	0.0015348150542844	0.1516144772452609	0.8369348750154956	0.000115848512306	0.9729510251890772	0.9748127940004266		False	1235.0	42.099595141700405	0.3969339017186428	0.9666448078995205	14456	13461	13412	2740	28406	29245	0.9653768662208256	63442	16152
CAVAIJ01.fasta	2.983314087597936	0.7598152249187614	0.0134915547613066	2496657	100	98	2	3.297354045903465	0.0020952349833819	0.2587311753276481	0.9282283938992484	8.887798158308025e-05	0.9775807592694936	0.9870565341977792		False	124.0	82.61290322580645	0.557028364885905	0.9515880849519928	14482	8361	8247	12327	30238	30877	0.9735120491712194	67474	20574
CAVAUN01.fasta	1.2520787540018603	0.572584567589088	0.0027690078547507	1761993	192	182	1	1.5305328708931585	0.0011658036922323	0.0412583931945245	0.6689829981384696	0.0	0.9804393578827186	0.9820625335295816		False					1422	1304	1301	234	8831	8981	0.97513221771391	19197	1535
CAVBDA01.fasta	0.9618467079746272	0.5128377531121499	0.0009546834302107	1850168	96	96	1	1.251965543710893	0.0009252351384962	0.0182459106416281	0.5722903250566698	0.0	0.9903134071923692	0.9905800106641388		False					327	318	318	22	6991	7073	0.9859476457525006	14652	340
CAVBQZ01.fasta	2.060563616607192	0.7150628857737368	0.0022678504826402	2228962	93	89	2	2.040225385258012	0.0013722920339951	0.1213259804339418	0.8378895966107283	0.0	0.9815812536284672	0.9825167972606692		False	1.0	45.0	1.0000000000000004	1.0	4981	4728	4724	692	18173	18420	0.977123140139232	38331	5416
CAVBRB01.fasta	1.5217578905495084	0.6423323074896681	0.0112893212685058	2642053	111	111	1	1.6652473826039982	0.0010288223274874	0.0606448848679416	0.7391245574957392	0.0	0.9749730070462532	0.9820192601746272		False					4010	2881	2834	2606	15899	16241	0.9696594408051368	34241	5440
CAVBRO01.fasta	3.4187441658365167	0.8239752977770824	0.0046053283565399	2902087	116	98	3	2.729584624960897	0.0016087343288911	0.3163733547615905	0.9511377956451106	0.0	0.9866436927580998	0.9892696453602544		False	15.0	40.4	0.695232683982684	1.0	12263	9852	9799	5829	39160	39648	0.9817780217803072	81847	15628
CAVBZP01.fasta	1.03973009777249	0.4591997410618215	0.0132673546892193	2743512	502	491	0	1.869224553061868	0.001149750947031	0.0382101481604599	0.6007157366699605	0.0	0.9758752265572832	0.982962892301822		False	505.0	39.01782178217822	0.4154107181956007	0.9487967174418744	2529	1786	1756	2264	11409	11786	0.9684424291217926	27056	4020
CAVCHS01.fasta	0.8874644466773022	0.3973099638171929	0.0109634014647373	2092983	336	290	0	1.4895109222570633	0.0010465195316906	0.0344818854238185	0.5432554913315775	0.0	0.9786892060412914	0.983622003602605		False					1538	1182	1156	1010	7581	7813	0.9675793627855344	18027	2166
CAVCJJ01.fasta	1.6855056800617298	0.4996060752846522	0.008132791863549	2464938	83	72	1	2.548530695427416	0.0016287494079315	0.1250883389359083	0.7742442272299288	0.0	0.9799568650980264	0.9849287301149724		False	64.0	33.0625	0.5020382976791431	0.9269701086956522	6180	4647	4590	3788	16577	16835	0.9705210270066554	38908	8378
CAVCJM01.fasta	21.27927657359259	0.9280103199528624	0.0198682785535868	1748070	69	68	22	11.812919718815944	0.0089701358820482	0.873827707128433	0.999999993085196	0.0129534408331816	0.978976924567532	0.9942828599709856		False	157185.0	35.06927505805261	0.4469673703802586	0.9545001713135975	32113	8733	8278	72735	146320	149603	0.97492097365298	318404	81013
CAVCLO01.fasta	0.8644718116790664	0.1979261176543164	0.0142745503871666	3047521	77	76	0	4.4253971419237565	0.002541435303633	0.0367876054012424	0.5338876640850462	0.0007707344473563	0.9701902578694328	0.9800287215349074		False	2114.0	40.10122989593188	0.4512903762820607	0.9470936402473306	3342	2239	2193	2813	10647	11286	0.9638880513695935	26795	5006
CAVCQH01.fasta	4.492495186469147	0.6731260632117405	0.007462583512737	2095655	413	379	3	4.799153249136172	0.0033824929944912	0.4245770415454833	0.9810674619962996	0.0	0.981704198964448	0.9853613361700312		False	518.0	25.0	0.6752095149565647	0.957926923257302	16279	13025	13007	10060	37520	38630	0.9710976959594508	86319	23067
