genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	divergent_site_count	reads_unfiltered_reads
CAVAII01.fasta	5.920258505810146	0.8489704695329039	0.0014953453605782	2101152	209	203	6	4.546744389779232	0.0031683660577765	0.5904965466563105	0.9946335478077228	0.0	0.9807354260378828	0.9809062941526836		False	31.0	8.419354838709678	0.7819416791211917	0.9800759013282732	23902	23690	23671	1453	50133	50804	0.9772371252467904	25124	105450
CAVAIJ01.fasta	5.172069291056	0.6299207300001562	0.0032538391834795	2496657	100	96	4	5.664621260421987	0.0035994656525254	0.4584045786025073	0.9896102671248318	0.0	0.971533772135618	0.9729361569762311		False	234.0	18.726495726495727	0.8558776816824722	0.9967243083003952	32579	30974	30859	4340	52263	53344	0.9667836292430998	35199	116366
CAVAPB01.fasta	0.8340458034767726	0.3104172893436027	0.0012363341995378	1957275	38	36	0	1.6375402863099149	0.0011727649910877	0.0473883332694689	0.5211952786121179	0.0	0.9737148525099188	0.9738011040193204		False					2438	2430	2428	76	6578	6739	0.9661944397128386	2504	14923
CAVAZJ01.fasta	6.350853875097341	0.895579063048114	0.0021696041889479	2198448	84	84	6	5.578140239188681	0.0037765669486148	0.6200401374060246	0.9963308819960984	9.570979586015664e-05	0.998203394257024	0.9987550673965576		False	1006.0	61.03777335984096	0.5395959875168479	0.9658579891421848	2449	1697	1692	3511	55843	56323	0.9951938834083468	5203	116674
CAVBNL01.fasta	1.504898381030905	0.5301963698860799	0.0047216835842447	3013955	585	538	1	2.113522066905367	0.0012417551989843	0.0884747781569399	0.7352118668866977	0.0	0.9789431446154075	0.9815157185769092		False	16.0	12.6875	0.8185328517371862	1.0	5615	4929	4902	1655	18426	18868	0.973436635237836	6557	41572
CAVBQT01.fasta	1.4706645705093102	0.5230079288900163	0.0013181713532596	2459739	54	52	1	1.968110541510243	0.0012576523087332	0.0870002874288694	0.7270855262260245	0.0	0.962378153066851	0.9625884354059384		False					8051	8006	8004	225	14674	15732	0.9531483316332684	8229	34616
CAVBQZ01.fasta	3.4994396494870705	0.793124333209808	0.0023810108870303	2228962	93	90	3	2.932249138503836	0.0019722831426044	0.33571904770023	0.9544982826825614	0.0	0.9810652073686532	0.9819244826641544		False					14169	13526	13498	1879	31374	31784	0.9769180202108052	15377	65738
CAVBRO01.fasta	3.326763463672868	0.8091376998690942	0.0037309257265135	2902087	116	100	3	2.788160477840776	0.001643257158669	0.3024867965708815	0.9470036448433008	0.0	0.9860658454871772	0.987774579281261		False	236.0	42.25423728813559	0.4446059602486479	0.9408998339027904	12232	10732	10698	3973	38910	39477	0.981443770100074	14671	81066
CAVBVC01.fasta	3.0189985944651965	0.7700668836100344	0.0047737355823531	3748751	50	49	2	2.93110568012475	0.0015158920106369	0.2605329081606113	0.9304546178484604	0.0004597267299403	0.98821099794916	0.991057395873542		False	125.0	55.432	0.6791966806730734	0.9909690384497828	11514	8734	8676	6696	45383	45889	0.982744174212862	15372	96550
CAVBYE01.fasta	3.299667121685517	0.0017156691239165	0.0143287268327668	2700987	319	2	0	141.59594305755343	0.0871927609058941	0.0015834952185997	0.9457203595730236	0.0111365410461114	0.9915828851999064	0.995090016366612		False	991.0	136.5923309788093	0.1157787872539273	0.7210703484643939	36	21	20	122	36174	36446	0.9912488144919532	142	82572
CAVBZH01.fasta	1.4231455646884348	0.2670401930472815	0.0017005975572455	1989150	248	153	0	3.0470436518505286	0.0021879041799589	0.1356544252570193	0.7153905910520032	0.0	0.9710528948958076	0.9714383127591842		False	6.0	1.6666666666666667	0.1760545267489711	0.4770833333333333	7811	7707	7712	443	11493	12099	0.9559850255279828	8155	27837
CAVCMC01.fasta	1.3648428626721911	0.5966732444591087	0.0018483121877433	1576010	22	20	1	1.6162963296280537	0.0012892844156563	0.051733174281889	0.700354823026184	0.0	0.9744885443752146	0.9750895353971446		False					2080	2031	2031	141	8605	8745	0.9705322609453082	2172	18088
CAVCNE01.fasta	3.0353572543664638	0.7024513510361768	0.0012952467324696	2126664	127	125	2	3.12879964089614	0.0021584279017234	0.2800635173210248	0.9314519593114068	0.0	0.95835802827732	0.9585460736298294		False					24802	24690	24679	586	25960	27421	0.9496706978808837	25265	59256
CAVCNU01.fasta	1.0304506425909583	0.4941132988889187	0.0086284904516499	3655358	252	250	0	1.6360490543248265	0.0008616805235421	0.0324337588821669	0.5974306574794663	0.0	0.9870020327774826	0.9913796739121268		False	37.0	14.243243243243244	0.4122655011671789	0.9637937819756002	1541	1022	1008	1488	15517	15800	0.9819141791463428	2496	34167
CAVCRU01.fasta	12.60929727245891	0.7028589902067599	0.01201970223864	3560313	46	44	10	14.820872930433683	0.0078648709118248	0.6114392189675458	0.9999853929970712	0.0261522872482638	0.969437024412988	0.9776651821499692		False	163845.0	48.2200433336385	0.7578986273671416	0.9966605799879464	66533	48621	46702	58097	181995	192072	0.9641090737015684	104799	434637
CAVCTP01.fasta	1.092947091718689	0.5050009141124584	0.002070596983571	1460433	232	208	1	1.515198152066959	0.0012742064909512	0.0374847733514649	0.6190443374883483	0.0	0.9654026011983048	0.9664803448779776		False	36.0	40.5	1.0	1.0	1894	1835	1833	151	6409	6585	0.9579709062550216	1984	13951
CAVCWF01.fasta	2.4293057827497724	0.5763334860920309	0.0050757859425445	1900601	232	228	1	3.181897776556009	0.0023367267744357	0.2166430513295531	0.8829409775697125	0.0	0.9747177912918455	0.9772800132118362		False	8.0	9.0	0.5105108218916867	1.0	10410	9355	9319	2659	18791	19144	0.9693182626803084	11978	42263
CAVCZS01.fasta	0.8591232822843161	0.4672137504642474	0.0047458863521012	1830920	63	61	0	1.2026892206469162	0.0008919045513962	0.0158898258798854	0.5316811250056119	0.0	0.9829512253806756	0.9852541848554636		False					496	429	427	168	6392	6489	0.9774190752688569	595	13637
CAVDBL01.fasta	1.5454693232315242	0.570776251135302	0.0024796102803957	2995899	44	40	1	1.9396537648856376	0.0011222754899446	0.086771283010542	0.7445297750206074	0.0	0.975053662514714	0.9760192031020396		False	1.0	3.0	1.0000000000000004	1.0	6485	6234	6215	680	18873	19215	0.9632454722679348	6895	40581
CAVDKS01.fasta	1.4569322924828487	0.607639689922697	0.0124907561219297	2865221	543	516	1	1.7523467561516803	0.0010554352565803	0.0614490121355385	0.7237561293979898	0.0	0.9772129611223128	0.9830687530173516		False	7.0	30.571428571428573	0.9385034013605444	1.0	4012	2981	2940	2939	16942	17485	0.9673424190155522	5879	38000
CAVDRO01.fasta	1.0733430210309645	0.4254928439938288	0.008086786475325	1986024	78	76	0	1.9757938131326664	0.0014075436993484	0.0577500574011189	0.6123924373094475	0.0	0.9767727760194608	0.9819954138439138		False	75.0	52.626666666666665	0.273597993908756	0.937604368365399	2664	2065	2042	1265	8726	8943	0.9724234095959442	3307	20144
CAVEBY01.fasta	1.5562064567047296	0.1509205800466155	0.0085036025383943	2518901	54	48	0	5.456491367039969	0.0034454110983581	0.0901865535803113	0.7469404142713458	0.0049900618052947	0.97146642837334	0.9765771159170844		False	4937.0	42.38869758962933	0.6888586394290093	0.9905062765567368	6482	5321	5178	3760	16225	17382	0.9548629448283186	8938	42754
CAVEUH01.fasta	210.9444629234092	0.9407951788908978	0.0035907164444815	1683596	70	70	224	95.42768133936734	0.0738531126329772	0.9235962784420966	1.0	0.0031830443514769	0.9866794258127042	0.989572742245314		False	46604.0	138.136490430006	0.7926947664530763	0.984891088451012	20713	16214	16089	10403	1420622	1434299	0.9843627505332296	26492	2929271
CAVEVP01.fasta	8.291671877034462	0.055359244653518	0.0139632400319673	775697	44	29	0	101.63738017708953	0.116060710737482	0.0265064838461409	0.9993388608774544	0.0042882441842496	0.9788920772335976	0.9883760517484558		False	2273.0	129.64584249890012	0.6188288874796835	0.973980706635154	434	239	226	594	26543	26776	0.967236567009529	820	55886
CAVFGM01.fasta	1.2570026199682955	0.4386203196082958	0.0152247608173228	2083613	201	197	0	2.09245033687731	0.0014637846524058	0.0807309226809392	0.670419061035938	0.0	0.9582193898176112	0.9677906451382778		False	10.0	31.0	1.000000000000001	1.0	7028	5418	5294	3421	10784	11898	0.947655480347103	8715	28215
CAVFYJ01.fasta	2.2957635673551797	0.4560523929944794	0.0028101342238129	3402745	195	159	0	3.7093060175918655	0.0020224658448173	0.2079244844970751	0.8682908544004521	8.317310967789042e-05	0.9666352891956908	0.967808410858301		False	361.0	47.57340720221607	0.5040242484636678	0.986713774085374	23606	22776	22726	2493	31807	33481	0.9554261941483267	25219	75578
CAVGAZ01.fasta	1.2128106983047042	0.2076662160623121	0.0034794859611437	3029265	86	65	0	5.201766455413625	0.0029972208975451	0.0762409363327407	0.6573041111763973	0.0007898122364759	0.9554326835646924	0.957411432579648		False	1128.0	52.70390070921986	0.969137925897766	0.9967724411210176	10293	9836	9799	1170	15247	18295	0.9423892899355693	10969	46917
CAVGCT01.fasta	0.8747822460689126	0.4758279498459811	0.00124957623784	1649798	25	20	0	1.2492142661125458	0.0009740489503077	0.0168778238305537	0.5381119453801337	0.0	0.9705871790267552	0.971161788471898		False					819	803	800	41	5796	5925	0.9618222145223582	841	12227
CAVGFI01.fasta	2.1291156765967645	0.4887185614393594	0.0054665476089568	1502335	186	174	0	3.183128014558215	0.0026297558594345	0.1910931982547168	0.8474112892818539	0.0	0.9494994531255444	0.953317124485346		False	2.0	26.5	0.7249999999999998	1.0	14498	13402	13235	2564	13138	16090	0.934421992197746	15799	39277
CAVGMC01.fasta	1.287945307648842	0.5161350470689235	0.0038709301631829	2290046	158	142	1	1.8275434311675776	0.0012160822438711	0.0585446755218017	0.6793020955659009	0.0	0.9765271872902216	0.9784217199970164		False	6.0	7.0	0.8455555555555557	1.0	3147	2893	2880	639	12009	12308	0.9705193863979756	3519	26541
CAVGPU01.fasta	0.985681235020345	0.0028758164496978	0.0695359183902509	1442373	193	6	0	26.937178180944688	0.0227354634351799	0.001835170236825	0.5811977931431689	0.0673487972492373	0.989044200982244	0.9973554967888176		False	7242.0	167.8246340789837	0.0770965859595411	0.5984488895339513	29	7	6	253	6170	7001	0.939152263593097	259	16777
