genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	reads_unfiltered_reads	divergent_site_count
CAVAFE01.fasta	3.843820859881694	0.7788816797618158	0.0005442486542099	3155876	222	210	4	3.343448708254609	0.0018954463970474	0.3855347928752587	0.9664290382488724	0.0	0.9689857812114736	0.9691024903427304		False	18.0	28.27777777777778	0.8226927402474636	1.0	37735	37593	37623	537	44227	45052	0.9651296837309714	97520	38160
CAVAII01.fasta	3.5857420120010355	0.8030489940756309	0.000489957383296	2101152	209	203	3	3.160963088497041	0.002202694345869	0.3328778689023925	0.9578369146962198	0.0	0.98075281623386	0.9808343115149972		False	3.0	1.3333333333333333	0.5627967711301034	0.7211538461538461	13462	13405	13402	254	27439	27602	0.978161043041714	58003	13656
CAVAIJ01.fasta	2.932227374445108	0.5988539875521547	0.003610645867925	2496657	100	94	2	3.4726444746574257	0.0022066196370965	0.2856491700702179	0.9249166742105314	0.0	0.9728605321607252	0.9749652255849954		False	7.0	19.857142857142858	0.6898127672121489	1.0	19355	17854	17783	3032	26973	27392	0.9661380254285662	61669	20815
CAVAOT01.fasta	2.2453614357974896	0.7384456577975799	0.0010063761811497	1990810	398	365	2	2.175069984587143	0.0015733275385441	0.1481105680602367	0.8622967329683842	0.0	0.9782473038051956	0.9787322797259717		False					6414	6271	6324	321	16325	16608	0.9731205800925412	35678	6645
CAVAUN01.fasta	1.3029580707755366	0.5734778742026785	0.0007947396197961	1761993	192	183	1	1.6003232325541354	0.0012189628649974	0.0490166533011197	0.683525299712935	0.0	0.9818333391225816	0.9822154295043244		False					1569	1536	1549	73	8381	8460	0.975547415138492	18287	1622
CAVAZJ01.fasta	7.055835298355931	0.8983119000312948	0.0014762727753285	2198448	84	84	6	5.938095167156092	0.0040202671471868	0.6615375937934397	0.9980311439072244	0.0001206495354922	0.998074749236088	0.9987224586002328		False	1075.0	80.24372093023256	0.5827708334503908	0.9775483113452492	2800	1858	1851	3090	56455	56606	0.9950798519395824	119231	4941
CAVBQT01.fasta	0.9567685839839104	0.4233810985637094	0.0003327593012854	2459739	54	52	0	1.5041661383775122	0.0009611848403581	0.0361916447232815	0.5703681757159902	0.0	0.9617959605490776	0.9619082923322324		False					3401	3391	3391	31	8603	9043	0.9537530009717134	20572	3422
CAVBQZ01.fasta	8.110221259940726	0.8412507705380352	0.0011031617099813	2228962	93	90	8	5.535035216614381	0.0037229635463447	0.7351278308019608	0.9992239746513494	1.6128695676727375e-05	0.980248045249156	0.9807796056566328		False	23.0	7.086956521739131	1.0000000000000004	1.0	32365	31494	31514	2312	65919	66359	0.977657671474807	138744	33826
CAVBRB01.fasta	1.1182379763010053	0.5291627382191046	0.0046487915854487	2642053	111	110	1	1.474614662526198	0.0009110457131449	0.0356601476200514	0.6274574923117567	0.0	0.9777532478559904	0.9800246242676404		False					2096	1882	1871	563	10775	10878	0.9717144775517688	23112	2434
CAVBRO01.fasta	1.891516002104692	0.685264087534247	0.0034500531633014	2902087	116	99	1	1.9922504033750672	0.001174171918448	0.1068941075853342	0.8117922042233344	0.0	0.9855455553549785	0.9877150114758748		False					4484	3811	3787	1450	19984	20114	0.9825771240589332	41719	5237
CAVBYE01.fasta	1.2347782495806163	0.0016323662424143	0.011509385958693	2700987	319	2	0	53.643359317963935	0.0330328150807191	0.0015135207981378	0.66388744647379	0.0073746267196674	0.9911937377690804	0.9931506849315068		False	752.0	155.04920212765958	0.0679664597506992	0.7464217113690077	36	28	27	92	12251	12281	0.990911585842725	29327	119
CAVCJM01.fasta	0.9477881320542084	0.4776193173042269	0.0045840233494347	1748070	69	67	0	1.3286927847847358	0.0010089423367562	0.0255624774751582	0.5669477638967196	0.0	0.9752713438514042	0.978001566521204		False					1105	983	981	236	6060	6165	0.9709604351727716	13323	1217
CAVCMC01.fasta	1.92924854537725	0.6771701956205861	0.0012349010207005	1576010	22	21	1	2.0535537699102937	0.0016380751621622	0.1138171712108425	0.8179595685163418	0.0	0.9745062075962916	0.9750246687144952		False					4573	4480	4471	248	11079	11174	0.9709425364000014	23261	4719
CAVCNE01.fasta	0.9297975608746843	0.4451417807420448	0.0003726788141039	2126664	127	122	0	1.3972963800006049	0.0009639362821924	0.0298175922477645	0.5600135052330399	0.0	0.9589036775373746	0.9590771462814608		False					2606	2595	2594	24	7212	7506	0.9491002376997528	16769	2618
CAVCNU01.fasta	1.478244264994017	0.6214655308727627	0.0095253668687607	3655358	252	248	1	1.8313512361558515	0.0009645430176979	0.0614445972186581	0.7289060084615728	0.0	0.9881167576424076	0.992751622870678		False	115.0	20.45217391304348	0.4384173644598617	0.9801076357744278	2669	1628	1615	3048	20195	20448	0.9820105063114491	45504	4663
CAVCRU01.fasta	6.940673474495079	0.6735177497034671	0.0109806385413721	3560313	46	44	4	9.965122010127432	0.0052881094519945	0.4802013193783805	0.997820401684228	0.0143471937956915	0.9690495283584464	0.978285829930624		False	47238.0	42.98854735594225	0.7687769288301334	0.9961989282239812	52915	37124	35769	40601	90486	94651	0.9623370031894484	231052	76370
CAVCTP01.fasta	2.857771633481303	0.7387993834705187	0.0013708039396156	1460433	232	206	2	2.820045555312362	0.0023715184356946	0.2417344718997721	0.9198144818703294	0.0	0.9632021572809648	0.9640094381042214		False					12991	12706	12686	649	15188	15456	0.9577470614871898	33468	13335
