genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	reads_unfiltered_reads	divergent_site_count
CAVABY01.fasta	0.8972783591600246	0.4906366261734016	0.0023329404504327	2642744	77	72	0	1.2121579178562916	0.0007478264398157	0.0165116257950069	0.5471963952652898	0.0	0.9794435786964892	0.9804748372903108		False					897	852	851	108	9255	9348	0.9752592392240408	19489	959
CAVACW01.fasta	1.0024444294048724	0.2655908953424334	0.0035726392791044	3117701	240	191	0	3.2038737602404197	0.0018286366867111	0.071525781336953	0.5873512083286507	0.0003040704586872	0.9577750273547508	0.95965846921021		False	3107.0	95.34341808818796	0.1446305391046938	0.9394820970518384	9416	8996	8946	1236	12594	14139	0.9442415488733724	36350	10182
CAVAFY01.fasta	1.0197857119642348	0.4530016472186869	0.0008733442723526	1938419	65	59	0	1.5031113854527105	0.0010832498826034	0.0384519549178995	0.5936217015652325	0.0	0.9644064613072876	0.9645137919931308		False					2653	2645	2644	48	7759	8250	0.954774205678839	18631	2692
CAVAHC01.fasta	3.2722990112336285	0.6744117339632527	0.0128094420180206	3032769	258	256	2	4.124175071923518	0.0023886024171538	0.281968062849495	0.944392657490388	0.0001519320784298	0.9832671456503232	0.9900496290683206		False	1425.0	30.722105263157896	0.4433446543966606	0.9645658961721272	14309	8509	8304	18162	39340	40073	0.9755092678041524	94070	26466
CAVAKS01.fasta	0.9264066691542866	0.385893505532139	0.0029228068777011	3315083	203	194	0	2.0009139072630826	0.0011057503845074	0.0396225373542683	0.5586941422140298	0.0001295852084245	0.9715192764480176	0.9729733844935744		False	197.0	105.9492385786802	0.8815361259222815	0.9973042671049382	3741	3550	3535	526	12097	12455	0.964776532165403	28479	4061
CAVAKV01.fasta	0.8703467161289756	0.4015504452072292	0.0157836170449244	1937637	71	69	0	1.451044925073635	0.0010462657012643	0.0328415487524236	0.5362993799200821	0.0	0.9715722479767424	0.9814410308792332		False					1809	1181	1143	1497	6840	7043	0.9633500821422633	16556	2640
CAVAMT01.fasta	1.056914086358676	0.4722860811409249	0.0021960306362293	2739111	158	152	0	1.519924097302045	0.000923712595977	0.0388958315307411	0.6067285284400552	0.0	0.9765721794631124	0.977341843439084		False					2496	2414	2410	256	11432	11610	0.9716038417821476	25861	2666
CAVAPB01.fasta	1.0811592647941657	0.5260849906119477	0.0006919892114786	1957275	38	36	1	1.4039730554949896	0.0010054900399582	0.030243578444521	0.615058394726828	0.0	0.9856068924740264	0.9856406791114114		False					852	850	850	30	8260	8313	0.9840192932112546	17462	880
CAVATN01.fasta	0.9916824930709608	0.2109589395055169	0.00179394352133	2631678	47	41	0	2.6751723489627577	0.0016520092851559	0.0827027470686003	0.583411202734287	0.0	0.974362155233015	0.974885939158362		False					5580	5466	5460	400	10485	10694	0.9669118772200618	25199	5860
CAVBBE01.fasta	0.9828920249331636	0.3909329284051955	0.0131075139325455	1675359	449	414	0	2.293484187210145	0.0018213972794594	0.0434903802707359	0.5801650654857823	5.136597983898586e-05	0.9786994592517362	0.9861519035985836		False	27.0	27.37037037037037	1.0000000000000009	1.0	1552	1009	982	1372	6692	6797	0.9669497935419368	15796	2354
CAVBIJ01.fasta	2.490428601159749	0.5835907606381748	0.0044174577923151	1470318	245	228	1	3.334668986574448	0.0027970952465625	0.2139761602592092	0.8890913572482255	0.0	0.9591815977089312	0.9623187853013068		False	2.0	25.5	0.9999999999999992	1.0	12842	11855	11827	1713	14469	16798	0.9459047671463008	40898	13540
CAVBNP01.fasta	1.114385367677961	0.5433990072382087	0.0055432579283145	1901161	39	39	1	1.42927322689024	0.0010387203967842	0.0303051661589943	0.6261879992196357	0.0	0.9825566258786774	0.9855072463768116		False					1005	835	828	407	8490	8611	0.9771061053237386	18066	1235
CAVBRB01.fasta	5.91002148707842	0.878400622546179	0.0079974162229871	2642053	111	111	6	4.03131336322849	0.0024906240601334	0.6167400881057269	0.9945848189982232	0.0	0.9790059283443596	0.983529512844746		False	352.0	18.84375	0.5048117809831763	0.9653717046464496	34209	26838	26492	19737	61302	62202	0.9752474908418632	130216	46229
CAVBRO01.fasta	2.0686109685891565	0.7218046874542355	0.0028139455690427	2902087	116	105	2	3.5706894057060072	0.0021044559572317	0.1081232230460354	0.8390374396200561	0.0006337482079616	0.9857608602123124	0.9871822246584424		False	960.0	105.06875	0.462322887046965	0.9382623404310336	4468	4022	4012	1142	23435	23672	0.9805017533958186	49808	5154
CAVBVK01.fasta	1.4578860764028445	0.5868079632958548	0.0012694796222809	2037699	95	90	1	1.743653393515458	0.0012272258172242	0.0654630541605997	0.7239886816147785	0.0	0.960590431353734	0.9608753017377092		False					5257	5219	5216	157	11738	12179	0.95447158890054	26538	5373
CAVBWT01.fasta	18.27088875489981	0.7369912350554809	0.0023210693918708	2978684	115	104	17	16.89201191853262	0.0098254500540361	0.6744562363782126	0.99999990149857	0.0010588948278823	0.9665707976935696	0.9674473566843472		False	10927.0	45.17836551661024	0.3736724754222525	0.9234545782681332	67159	65398	65177	7031	214557	220054	0.9507827828021852	471949	72208
CAVBZD01.fasta	1.9484429800725012	0.7459880735368427	0.0022666975376172	2410438	157	157	2	1.874087211279094	0.0012150361485695	0.0962111450284138	0.8210189154095205	0.0	0.9841835876694076	0.9848821315073456		False					3668	3506	3495	554	18515	18760	0.9807666258275493	39562	4049
