genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	divergent_site_count	reads_unfiltered_reads
CAVAFT01.fasta	5.110990683452913	0.801479781565775	0.0036993458326184	2547403	55	51	5	4.454349370720262	0.0027968890189882	0.5077296368105085	0.9890345381047416	0.001444095502591	0.991260963420216	0.9927817707238022		False	1420.0	44.10704225352113	0.4868458990708442	0.9665822598008668	11303	9336	9275	5911	52527	53378	0.9853565569854342	15186	112026
CAVAHC01.fasta	1.3168009169178398	0.4908870408527652	0.0121046518554535	3032769	258	254	0	1.9561292285553655	0.0011329332344306	0.07498197192071	0.6873700979559554	0.0	0.977823511563172	0.9846615919754796		False	1.0	38.0	0.8511904761904762	1.0	5043	3488	3448	3650	16491	16995	0.97046055201725	7098	38976
CAVAMS01.fasta	1.0247918457376746	0.5384098801957311	0.0018930553013755	2276797	125	123	1	1.377859162984597	0.0009182063820549	0.0214006782335007	0.5954140982589919	0.0	0.9911749615187276	0.99133914828117		False	471.0	43.46496815286624	0.1229060175413983	0.9508330556088654	430	422	422	117	9434	9582	0.987130337236592	539	19657
CAVAZJ01.fasta	2.95296818482857	0.7984519078913852	0.0026038945097659	2198448	84	82	2	2.9036123506752465	0.0019658319735512	0.2346505352867113	0.9262792451787596	1.5730359354954404e-05	0.9978618519889816	0.9985054287248456		False	162.0	35.98765432098765	0.6328095544817275	0.9868894073127484	1103	771	768	1307	26111	26423	0.9940050244982626	2075	54993
CAVBNR01.fasta	1.657336538802986	0.6639711580948908	0.0030958282845066	2731581	46	42	1	1.7641159062984269	0.0010691847188916	0.0729529894958267	0.7685585061538445	0.0	0.9832444286094232	0.9843935828018286		False	1.0	3.0	1.0000000000000004	1.0	3339	3110	3102	719	18273	18651	0.9769977540526537	3821	38625
CAVBQZ01.fasta	3.556870417710127	0.8382650758514502	0.0061265235505135	2228962	93	92	3	2.798426077216829	0.0018822713614081	0.3330133039504487	0.956748206525177	0.0	0.9826694724589572	0.985883918876318		False	9.0	28.0	0.9292929292929296	1.0	12864	10478	10377	6161	32093	32676	0.9783083645127204	16538	67738
CAVBRB01.fasta	2.784587970036937	0.7355866820234114	0.0078619862780536	2642053	111	110	2	2.6649933092446783	0.0016464848693339	0.2408138670950204	0.9144617108991592	0.0	0.975040982769162	0.9790677461284446		False	11.0	8.545454545454545	0.7077031929199111	1.0	15880	13318	13207	6003	29887	30827	0.970514327952072	19210	65295
CAVBRO01.fasta	3.0150677770859384	0.8055795708398817	0.0030602828900264	2902087	116	107	3	2.5863033424973465	0.0015242886899177	0.2525237871917692	0.9302128125650364	0.0	0.9867189013790072	0.987791432306378		False	459.0	46.61655773420479	0.444292334460883	0.9699190799906652	9733	8947	8927	2411	35363	35947	0.9801269888311508	11338	74118
CAVBSP01.fasta	5.875352925309912	0.7282359400461895	0.0024429900239948	2506196	40	39	6	5.222086759574385	0.0033039305941606	0.5712414352269336	0.9944164842208404	7.421658898946582e-05	0.9827841158724626	0.9832283607016554		False	303.0	27.663366336633665	0.6962258671619582	0.9835866561389656	24647	24011	23959	3238	59537	61108	0.9780882179510304	27197	129654
CAVCAY01.fasta	4.642024746763324	0.811326831979526	0.0022682634748829	2511682	192	184	4	3.67211020470001	0.002334957477075	0.4886908454175329	0.98340921488642	0.0	0.9698159415236314	0.9702526241694068		False	6.0	1.0	0.8483333333333337	0.8833333333333333	37049	36513	36459	2389	46960	48369	0.96409373027242	38848	102037
