genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	reads_unfiltered_reads	divergent_site_count
CAVABY01.fasta	0.9346149305418912	0.4889069845584741	0.0025172010782665	2642744	77	73	0	1.2812533128058194	0.0007904540236079	0.0209127331288993	0.5618811172667441	0.0	0.978395787721425	0.9798433061320498		False					1194	1114	1108	172	9637	9728	0.9735475063691524	20277	1280
CAVACW01.fasta	0.9470346899847036	0.2584301701798857	0.0034632175784818	3117701	240	185	0	2.916526147413507	0.0016646307283069	0.0680841427705863	0.5666595629993207	0.0002914725895167	0.9570350409391988	0.9586933376047037		False	2583.0	77.5648470770422	0.1790217121354263	0.9489518592598812	9120	8768	8728	1120	11947	13511	0.9447323576079794	35026	9848
CAVAFY01.fasta	1.0838750548771965	0.4601347799417979	0.0011971060497581	1938419	65	59	0	1.5926493656935723	0.0011477773737283	0.0449247556900752	0.6159803951714293	0.0	0.963770196249555	0.9639654123077984		False					3155	3138	3134	115	8294	8828	0.9547639740716054	20102	3249
CAVAHC01.fasta	3.523555536211297	0.6796320458300649	0.0124282992202604	3032769	258	257	2	4.418073705131434	0.002558819969376	0.3034481030371914	0.9554569676724496	1.3398843683934596e-05	0.9832367693591572	0.9899737908133106		False	2276.0	34.06634446397188	0.4762759683247741	0.9689132011986212	15427	9227	9007	19524	42553	43285	0.9756756141236654	102942	28531
CAVAKS01.fasta	0.8648727648749669	0.3616295579929673	0.0034295074624502	3315083	203	189	0	2.0218148859334555	0.0011173007391316	0.0376292237630249	0.534052658066688	0.0001404338749702	0.972455589046367	0.9743073815173476		False	214.0	102.98130841121495	0.9152232392625806	0.9956721214678828	3436	3205	3186	614	11359	11660	0.9643117056999164	26770	3800
CAVAKV01.fasta	1.3886445190714256	0.4983121193494963	0.0161519675104204	1937637	71	71	1	2.1151540630770898	0.0015251169077174	0.084308877256163	0.7065867078183179	0.0	0.9709965719882468	0.9811275710088148		False	74.0	26.93243243243243	0.658928459207743	1.0	4738	3083	3002	4102	10831	11071	0.9634741812849136	26475	7104
CAVAMT01.fasta	0.926505716635799	0.4292363471213835	0.0019959811105882	2739111	158	149	0	1.4350676929744235	0.0008721423039698	0.0313802543964081	0.5587327366627275	0.0	0.975451985945971	0.9763943504665286		False					2110	2029	2029	214	9998	10149	0.9719389298167976	22649	2243
CAVAPB01.fasta	1.2050953494015917	0.5493070723327075	0.0006421666828007	1957275	38	36	1	1.5251011241869314	0.0010922389032305	0.0418704576515818	0.6549614722408086	0.0	0.9859185864896524	0.9860406091370558		False					1154	1144	1144	44	9187	9253	0.9831670016539004	19541	1188
CAVBBA01.fasta	0.9933089706434846	0.4818310277196266	0.0007895854437899	2028238	37	36	0	1.397187376223798	0.0009828540025876	0.0303568910551917	0.5840090696817758	0.0	0.9715288041448084	0.9717724253301068		False					1753	1738	1737	48	7905	8037	0.96754477144657	16913	1785
CAVBBE01.fasta	1.5392999351183836	0.4743114759284428	0.0143061676572193	1675359	449	424	0	3.569842021927977	0.0028350317752785	0.0933799860209065	0.7431342856008631	0.0001775984547948	0.9762792035539648	0.984716673591358		False	73.0	56.50684931506849	0.8328146142397208	0.9954427083333334	3711	2391	2324	3440	10418	10618	0.9656697081076884	25476	5764
CAVBIJ01.fasta	2.9671438423524705	0.6070231065660626	0.004195725523255	1470318	245	227	1	3.899803388292564	0.0032711257290718	0.2621398908263382	0.927196264464655	0.0	0.957522656572287	0.9602806223714354		False	164.0	24.79268292682927	0.800020010255774	0.983916083916084	16372	15309	15294	1951	17235	20077	0.9451784602907216	49489	17245
CAVBRB01.fasta	6.287105141342736	0.8753079518086881	0.0081772815895546	2642053	111	110	6	4.425014887687794	0.0027338605443705	0.629356034871367	0.9961184232918244	0.0	0.9788464221622428	0.9836389638631892		False	937.0	25.501600853788688	0.6312005120812619	0.9792989494178485	35174	27205	26819	22247	65075	65903	0.974727187771804	138267	49066
CAVBRO01.fasta	2.2878618042808503	0.7294068027595313	0.0027433371404733	2902087	116	106	2	3.703387652871368	0.0021826642764193	0.1424636821707963	0.8673686724604429	0.0005666406689388	0.9851055287077752	0.9866607649924294		False	1109.0	81.92786293958521	0.3683687360818972	0.943002915934737	6158	5515	5488	1578	25924	26180	0.9805273868115576	54959	7066
