genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	reads_unfiltered_reads	divergent_site_count
CAVABY01.fasta	2.3274093139554948	0.7680573676451445	0.0042066343330534	2642744	77	73	2	2.162713902194452	0.0013342606718095	0.1506604498960171	0.8719202835597155	0.0	0.9789505144955382	0.981389250973862		False	7.0	37.85714285714285	0.2937038451744337	1.0	8381	7410	7365	2324	24431	24811	0.9750816143263592	51069	9689
CAVAFE01.fasta	2.291227221855358	0.7430865471266932	0.0016560449247077	3155876	222	212	2	3.150046677647467	0.0017858041641066	0.1430610708405526	0.8677622231246724	0.0002796184508094	0.988548849015356	0.988847863596193		False	927.0	90.02373247033441	0.658435520131507	0.9889224859927048	5170	5035	5054	755	28924	29357	0.983777221584388	61053	5809
CAVAHC01.fasta	1.317817149937895	0.48176435462114	0.0111324628211497	3032769	258	255	0	1.992865932303407	0.0011542100662432	0.0778964701894538	0.6876505054920266	0.0	0.9777516275683408	0.9838216743847412		False					5256	3822	3774	3641	16243	16684	0.9716788956867128	38581	7415
CAVAPB01.fasta	1.636869116501258	0.625521707475955	0.0012260514649943	1957275	38	36	1	1.8562414624917016	0.0013293932493846	0.083702596722484	0.7643376997524406	0.0	0.9878226687582784	0.9879447472669672		False					1995	1975	1973	167	12797	12973	0.983265100030762	27022	2140
CAVAZJ01.fasta	15.259694111482284	0.9186216822049008	0.002799701450466	2198448	84	84	15	11.900534985309372	0.0080570163476008	0.8560479938574849	0.9999985933645354	0.0021683907796387	0.9974048567012244	0.9983581095836984		False	5197.0	50.1497017510102	0.6107263819200247	0.9745858997469572	4884	3090	3080	8731	133604	134886	0.9940611203227984	281618	11811
CAVBQR01.fasta	0.8514594047071299	0.2187974687598799	0.0019266734614997	2653719	35	27	0	2.103626661685885	0.0012930485482024	0.0718135567480957	0.528501168115177	0.0	0.9919715804442392	0.9924018617537635		False	34.0	15.882352941176473	0.693297348390577	0.9657064471879288	1530	1448	1444	350	9156	9213	0.9893597331219252	19647	1794
CAVBRB01.fasta	2.557399491985967	0.7739750110993231	0.0102184949783324	2642053	111	111	2	2.3562981064568733	0.0014557669493816	0.186667716355425	0.8954598166080611	0.0	0.9797398952930536	0.9848698057122464		False	13.0	40.61538461538461	0.431094711631149	0.9294871794871796	9992	7462	7349	6955	27017	27557	0.9747156762373548	57416	14304
CAVBRO01.fasta	1.2941720906368417	0.5767976631989323	0.0032106375378036	2902087	116	108	1	1.6533540414051449	0.0009744366889733	0.0453456426357996	0.6810605340231273	0.0	0.9857519548317972	0.987393329635174		False	178.0	34.36516853932584	0.4865176043628224	0.9164765477217492	1875	1659	1653	575	14980	15213	0.9809248401762488	31459	2228
CAVBSP01.fasta	3.669192672879536	0.7032359001450804	0.004481369386695	2506196	40	40	3	3.684399082236675	0.0023310602464772	0.3651905118354669	0.9608320759098744	7.114150635686937e-05	0.9830404954334332	0.9851787347348616		False	58.0	37.25862068965517	0.3738552840012136	0.9969827586206896	15522	13565	13497	5359	36916	37788	0.978335986839593	80690	18856
CAVCJY01.fasta	0.882447289565589	0.1424722486558219	0.0035020439096043	1693972	456	185	0	4.622808953264098	0.0036514907750871	0.0570682396167114	0.5412275560582582	0.0003165190694937	0.990793611386958	0.9929348725587552		False	244.0	61.05737704918032	0.7803789596454427	0.9938842332816648	890	683	675	493	6127	6248	0.9836413068849704	15072	1168
CAVCNU01.fasta	1.2195798605772676	0.5675660222610207	0.0067214138759048	3655358	252	250	1	1.52701558850355	0.0008042543640611	0.0395750566702358	0.6593463533655853	0.0	0.9899350896233262	0.9931978902399404		False	30.0	20.33333333333333	0.3916843614904765	0.9324183006535948	1456	984	977	1268	18253	18497	0.9842148785022736	39265	2245
CAVCQM01.fasta	0.9483689828842882	0.4989191155188885	0.0070402829273697	2342526	35	35	0	1.2736158716331316	0.0008333860035172	0.020406603811441	0.5671698156646079	0.0	0.9861096583896408	0.9908373951425644		False					664	438	436	464	8872	9009	0.9830934261510474	18545	900
CAVCRQ01.fasta	2.330987078424736	0.7635091056981581	0.0102039665530128	1465456	12	12	2	2.2421041407471125	0.0018536402637967	0.1551353298904914	0.8723242701821573	0.0	0.9832588500246324	0.9883832430149904		False	11.0	14.0	0.8870360408821955	1.0	3806	2641	2594	3187	13645	13924	0.977344278978134	29376	5781
