genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	reads_unfiltered_reads	divergent_site_count
CAVAFY01.fasta	10.562591988625782	0.7081828025829296	0.000731164775943	1938419	65	59	10	9.8067069142825	0.0070674164379531	0.619605461977003	0.9999109906133624	0.0001005254512673	0.9562101652297356	0.9563691920852916		False	253.0	13.288537549407115	0.9392173464413904	0.9977430555555556	52594	52403	52370	962	74455	78530	0.954472623850873	180546	53332
CAVAHH01.fasta	1.2108946998975318	0.4009115224179246	0.0013117651613871	1983056	322	305	0	2.1167270249926147	0.0015281514918502	0.0820380261576072	0.6567238384361727	0.0	0.9567510418843662	0.9575070995660352		False	49.0	21.163265306122447	1.0	1.0	7036	6913	6902	277	8777	9982	0.9405145463363084	25410	7179
CAVAOU01.fasta	1.0517890842260988	0.5161060872528273	0.0006525418383296	2148194	401	386	1	1.450970393564535	0.0010089833943164	0.0293223051549347	0.6049447938222823	0.0	0.9666772503571996	0.9668201301793936		False					2099	2090	2087	30	8229	8331	0.9620740573522736	18085	2117
CAVAWT01.fasta	0.9962658191930084	0.4671321924769516	0.0104135324945136	1938310	109	94	0	1.5126766442059032	0.0010926741526211	0.0335931816892034	0.585093762638652	0.0	0.9661977454925208	0.9724943944466627		False	83.0	47.265060240963855	0.1762136998474848	0.7260831354733793	2201	1791	1756	1029	7021	7337	0.9597006011603544	16621	2785
CAVAZJ01.fasta	3.813195945503373	0.8197191837150571	0.0009073395186276	2198448	84	82	3	3.658526735722344	0.0024769314786467	0.3573489115958166	0.9655088331092726	2.466579588828006e-05	0.9977622569891282	0.9980117436956872		False	200.0	40.885	0.734606197336593	0.983980991980992	1758	1562	1557	679	30410	30476	0.994910012091619	64028	2236
CAVBED01.fasta	1.026806595531977	0.4520961207342319	0.0005703643912019	2204644	46	42	0	1.5255533207252865	0.0010295947243126	0.0399053089750544	0.5961332264530635	0.0	0.961660433977062	0.9617741000488764		False					3373	3363	3361	43	8208	8603	0.9551295199922902	19137	3404
CAVBQR01.fasta	0.9144479878992464	0.2239102934410161	0.0011470983556445	2653719	35	27	0	2.20096344682215	0.0013528791212786	0.0810748990379161	0.5540094757727576	0.0	0.9915175458982104	0.9919544503834534		False	7.0	14.428571428571429	0.2845253815135238	0.9242424242424242	1825	1731	1727	258	8886	8909	0.9890897872902128	19273	1985
CAVBZR01.fasta	0.9967186023906284	0.4722160730179293	0.0027564405431898	1097703	46	45	0	1.4190222321314971	0.0013601117234621	0.0310102095011127	0.5852596121343412	0.0	0.98572267920094	0.9868683901292596		False					486	447	446	134	4017	4030	0.9809954939102564	8686	580
CAVCCV01.fasta	0.9977772474602022	0.51134678313107	0.0010280670355011	1600718	68	68	1	1.3283802848959063	0.0010544304757492	0.0241878956818127	0.5856471234978455	0.0	0.9894880933932536	0.9895655767343354		False					407	404	404	26	5796	5828	0.9869792161512886	12144	430
CAVCCX01.fasta	30.921303012632094	0.9153615595749311	0.0015258576200109	2035529	107	102	32	19.03102851552576	0.0134096896414397	0.8944186007666803	0.9999999999986124	0.0014733535931099	0.9771873789900666	0.9781299176377212		False	7055.0	48.0545712260808	0.7214214891154227	0.9817355905278468	41533	39817	39700	5037	228593	229787	0.9720538387666496	484097	44737
