genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	divergent_site_count	reads_unfiltered_reads
CAVACN01.fasta	0.943502150652742	0.0299261881237638	0.0036219868626186	2279308	208	66	0	10.0098255445277	0.0066915218168332	0.0190711391352112	0.5653057632313402	0.0013816256113659	0.9515056707078609	0.9535761117117946		False	333.0	59.408408408408405	0.7770211152354233	0.9658650391507542	2108	2018	2010	241	8989	9856	0.9476220565404636	2251	23641
CAVACW01.fasta	0.8487395038844328	0.2605993967991157	0.0026782072795506	3117701	240	177	0	2.648853785294322	0.0015118545773037	0.0552182521672219	0.5273674214724716	0.0002963113292842	0.9556908349501028	0.956753836681111		False	1936.0	81.33212809917356	0.3961881955175254	0.9689465982295128	7628	7445	7423	674	11065	13097	0.941429636436471	8097	33474
CAVAEO01.fasta	0.8210094079232964	0.3253397159619303	0.0011145436149505	2282863	473	414	0	1.7990336358240415	0.001216156944024	0.0400575943453461	0.5156518473492866	2.7819214412878256e-05	0.9575268464448964	0.9579095859851716		False	6.0	16.166666666666668	0.6470588235294127	1.0	3884	3849	3846	98	7723	8688	0.9442200366015254	3944	21220
CAVAFY01.fasta	22.08912056681244	0.7246699500985081	0.0016828775014032	1938419	65	61	22	19.58793023398963	0.0141164675697158	0.672893218648806	0.9999999966176444	0.0015191978193237	0.9535607417953323	0.953934874791946		False	2274.0	26.891380826737027	0.8581953525883684	0.992435220429959	60573	60085	59949	3176	173959	186790	0.9539477527459852	63125	413519
CAVAHH01.fasta	2.58165780492331	0.5135790416407807	0.0021311110852616	1983056	322	311	1	3.917819500325724	0.0028284335408075	0.2245039978699542	0.8976752645244782	1.514472110276518e-05	0.9537762463949112	0.9546747109190392		False	109.0	37.65137614678899	1.0	1.0	20579	20179	20123	1219	21039	24009	0.9419600869909311	21342	57225
CAVAHX01.fasta	1.2285923997521866	0.0341653566080151	0.0026557626649031	2603573	53	33	0	23.63885241673189	0.0146800480028592	0.0185310724915337	0.662046541248371	0.0017111769815263	0.9484942068936928	0.9495719941136236		False	162.0	73.66666666666667	0.5666824682774313	0.8450082247413367	2485	2433	2416	210	13506	14985	0.9425756227079516	2626	36943
CAVANT01.fasta	1.633440379148179	0.5592125542996941	0.0087231174622063	2708809	84	77	1	2.121605936712484	0.0012930834369652	0.1024911686279837	0.7636231332882744	0.0	0.9725028725385316	0.9774735348252525		False	16.0	22.25	0.7247300034524302	1.0	7634	6254	6173	3585	18007	18863	0.9640513126100412	9758	41341
CAVAOU01.fasta	2.8681902100089656	0.7831946276732921	0.0014929160145721	2148194	401	391	3	2.727877503799832	0.0018969257507052	0.2292590892628878	0.9205487740324304	0.0	0.9675365944287532	0.9678452282570512		False	14.0	16.0	0.3647264782451903	0.9644970414201184	15988	15836	15818	658	24974	25629	0.9617707637931612	16476	54397
CAVATN01.fasta	2.067736630393232	0.1185870763824449	0.0024634140721528	2631678	47	37	0	10.815810432054274	0.0066791282689386	0.07112610281349	0.8389131220010653	0.0016934766524117	0.9546588596064772	0.9555617290216422		False	636.0	39.7437106918239	0.7573949165056312	0.9757530569992432	8487	8318	8289	688	23084	25563	0.949213784300477	8977	64615
CAVAUN01.fasta	1.312472864534649	0.5811356798806806	0.0020354738415554	1761993	192	184	1	1.5985744720992534	0.0012176308378101	0.0495018992697473	0.6861730436421898	0.0	0.980280204535553	0.981231799316686		False					1720	1637	1632	216	9341	9554	0.976415071471935	1848	20562
CAVAVU01.fasta	1.042398908928521	0.2878220008609487	0.0054840828449842	2485630	154	140	0	2.3413923266878287	0.0014943886766853	0.0789827930947083	0.6016555662762024	0.0	0.9677570521897698	0.9711290634773484		False	15.0	22.0	1.0000000000000002	1.0	6330	5668	5617	1651	10728	12433	0.9450087035215226	7268	29765
CAVAWT01.fasta	2.091756220625184	0.6668159375951215	0.0090315897266179	1938310	109	97	1	2.4549555946441344	0.0017733244804004	0.1356692169983129	0.8422936852184574	0.0	0.9680114386106348	0.9733618791568588		False	498.0	41.997991967871485	0.3008910558157	0.8576183199077246	8412	7005	6883	3860	16296	17320	0.9570550543200144	10743	38216
CAVAWY01.fasta	0.9932358343325208	0.5124042147718083	0.002070422545325	4058298	153	133	1	1.3209558896122908	0.0006582030945322	0.0231587231888835	0.5839822043851939	0.0	0.9944140022343992	0.9952013619194552		False	71.0	13.492957746478874	0.3993992173301353	1.0	525	451	450	232	16145	16362	0.9882657918223442	682	33572
CAVAZJ01.fasta	8.668945547040458	0.8790919776132982	0.0018214454896353	2198448	84	84	8	7.066459983065366	0.0047842037079432	0.7396899994905497	0.9995261780397126	2.740226285811652e-05	0.9975697497801584	0.9978864448366408		False	1309.0	57.032085561497325	0.5948585742225667	0.9892370175822028	3952	3437	3430	3470	76383	77354	0.9934324020102406	6900	160808
CAVBED01.fasta	2.1787218253831457	0.60098002217138	0.0010989316681022	2204644	46	43	1	2.5820979587927364	0.0017426558612631	0.1771478751217883	0.8539507480172476	0.0	0.9593468664543154	0.9594723311859232		False					15877	15828	15818	337	19327	20837	0.9548230238117388	16155	45330
CAVBEF01.fasta	1.310244948089628	0.1841814917063435	0.002516460190631	1649574	69	65	0	4.662015625092391	0.0036451231629288	0.0814810369222599	0.6855550598278597	0.000485141623816	0.9580980440297896	0.9590875611008192		False	314.0	34.50955414012739	0.9261977367718736	0.9939649122807016	5632	5499	5481	514	9368	10339	0.9511342360981252	5995	27186
CAVBKW01.fasta	0.8553639823908019	0.0395262891137374	0.0021696714735959	2097313	38	32	0	6.539846525363616	0.0045240181464828	0.0227224071943481	0.5301239753675067	0.0011021915973202	0.9691749202618768	0.9695736108779588		False	36.0	5.138888888888889	0.9752941176470592	0.9823529411764704	1469	1450	1446	119	7464	7919	0.9474229256668892	1565	18615
CAVBQR01.fasta	2.158835581310606	0.2563952701849744	0.0023120891362092	2653719	35	29	0	4.72666687185186	0.0029053680711511	0.1810255720368283	0.8513635397273924	4.298025104817161e-05	0.9904640178521248	0.9909615292542948		False	175.0	21.702857142857145	0.6523161193340381	0.932377760402879	4581	4342	4329	1327	23479	23690	0.9855602651058946	5656	49852
CAVBRB01.fasta	1.4331025910532451	0.5708333632974054	0.0042567795442694	2642053	111	110	1	2.0794746772555244	0.0012847400330752	0.0643454162350262	0.7178819244067032	3.56928785255599e-05	0.9684419190136704	0.970818333686266		False	98.0	61.734693877551024	0.9652580755134242	1.0	5365	4961	4939	909	15363	15933	0.9633125638993334	5848	33848
CAVBRO01.fasta	0.8865264893850529	0.4116251511412304	0.0043527550355183	2902087	116	104	0	6.438163133739421	0.0037944579382279	0.0151994064960836	0.5428770513961342	0.0013104085825898	0.9833824529585128	0.9859442303332576		False	1265.0	126.64347826086956	0.8561601833846774	0.9830605513502924	733	620	610	305	10503	10828	0.9796870415454828	915	23198
CAVBSP01.fasta	0.8541945641921063	0.3534324530084638	0.0018544268943668	2506196	40	40	0	2.86463082164534	0.0018124060070922	0.0219986784752668	0.5296385325472792	0.0004169807291204	0.9788874176990188	0.9796492119057552		False	25.0	14.68	0.8107026018932528	1.0	1164	1122	1117	148	8683	8992	0.9749556449302396	1265	19498
