genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	reads_unfiltered_reads	divergent_site_count
CAVAEO01.fasta	0.9685679780170776	0.3573731757008633	0.0012408108340228	2282863	473	415	0	2.0738885541066647	0.0014019604280792	0.0524367866140017	0.5748212135809783	9.548614300695208e-06	0.957621171871084	0.9578467244749636		False					5073	5046	5039	110	8978	9987	0.9442110565176972	24185	5149
CAVAFY01.fasta	5.0181250802845	0.6782548045597985	0.0010119121188165	1938419	65	60	4	4.958103616743174	0.003573165111217	0.4834486248845064	0.9880974717790868	0.0	0.9600523302095982	0.9601430330606556		False	48.0	15.395833333333334	0.991593567251462	1.0	37436	37351	37338	569	39308	42053	0.9545725410405717	92114	37907
CAVAHC01.fasta	0.8422606535479623	0.3388223765146637	0.0052205480494231	3032769	258	243	0	2.026318654677346	0.0011735849114254	0.0353162407028032	0.5246558243830669	2.8727631288695968e-05	0.9762291561630534	0.9792728698672344		False	131.0	32.61068702290076	0.5120023508551821	1.0	2546	2220	2207	745	10417	10693	0.9692822505680952	24103	2952
CAVAHH01.fasta	1.1916496558846548	0.4057384158591588	0.0014153325173068	1983056	322	308	0	2.0321700611279847	0.0014671063741046	0.0788621198796201	0.6508405715853327	0.0	0.9575031332327288	0.9580530475484051		False	1.0	3.0	1.000000000000001	1.0000000000000002	6646	6560	6551	235	9620	10842	0.9427692803677208	25227	6786
CAVANT01.fasta	0.8229801362886789	0.4029062218857069	0.010795264398987	2708809	84	76	0	1.3441302312242376	0.0008192249602268	0.0264234207727454	0.5164939544010686	0.0	0.9690538728065272	0.976877724376886		False					2215	1655	1629	1170	9012	9533	0.9631507992465508	20809	2799
CAVAOU01.fasta	1.2177047324403665	0.5765820033013778	0.0010167728150949	2148194	401	391	1	1.67791751347458	0.0011667990715989	0.0344396269610658	0.6587818529251662	0.0	0.9664652690482948	0.9666815349472176		False					2481	2465	2465	54	10613	10855	0.9614798766711692	22687	2519
CAVATN01.fasta	1.165208281560282	0.1007703070056442	0.0018065944204688	2631678	47	36	0	6.297993917877149	0.0038892239725125	0.0520569005782621	0.6425925789983495	0.0009268158914569	0.9561961210829434	0.9568822674949086		False	196.0	51.88775510204081	0.9797274856627548	0.9958825635517364	6001	5907	5885	303	12737	14049	0.9511322517498348	34560	6188
CAVAWT01.fasta	0.8660415516609831	0.4501416182138048	0.0094778205271484	1938310	109	94	0	1.2737525402077985	0.0009200885614593	0.0210580350924258	0.534533285714826	0.0	0.9686405174314624	0.9738344317318764		False					1280	1068	1057	549	6679	6975	0.9593422300244522	15191	1606
CAVAZJ01.fasta	6.35983884995233	0.8697485680807552	0.0013791043343883	2198448	84	83	6	5.17713713085624	0.0035050759103327	0.6363566479625626	0.9963598766280242	3.1896243666113404e-05	0.9976776218962584	0.9979571078422612		False	761.0	63.4796320630749	0.4756231536862068	0.981721824618194	3249	2858	2852	1527	55821	56235	0.9937002142234638	115765	4379
CAVBQR01.fasta	1.6072474139123245	0.2501534638746604	0.001829016255008	2653719	35	27	0	3.574745355452236	0.0021973097110094	0.1545046781516807	0.7580924054589333	1.3180958224793952e-05	0.9909441674877808	0.9913904958879252		False	38.0	20.31578947368421	0.6648932777598934	1.0	3713	3530	3519	680	17305	17418	0.9895105463152049	36261	4199
CAVBVK01.fasta	1.0338043057389732	0.4998461499956568	0.0012374011838672	2037699	95	90	1	1.3869614119357676	0.0009761772944964	0.0283982079787053	0.5986210164919226	0.0	0.9578343442722104	0.95824908842691		False					2440	2416	2415	72	8528	8922	0.952392964674442	19033	2487
CAVBVV01.fasta	0.9078254511997764	0.5093183604285952	0.0012829225487592	2191158	96	92	1	1.2038501588858492	0.0008168584819463	0.0151595640296135	0.5513938166852856	0.0	0.98783755306018	0.9882289189270552		False					404	391	391	50	8063	8125	0.9831447607945728	16682	441
CAVCCX01.fasta	31.469792864655822	0.9148265635124824	0.0021692836041544	2035529	107	103	33	19.726392874580483	0.0138996589689007	0.8947526662602203	0.9999999999991452	0.0020379732604253	0.9772024850449818	0.9781770663181968		False	9720.0	47.75236625514403	0.7027872538986799	0.974879575721054	41521	39746	39612	5955	260756	263301	0.97305329913173	541252	45567
CAVCRX01.fasta	2.890773587080384	0.8480916094028682	0.0010675791815754	1683146	77	74	3	2.3372508361102344	0.0018098413238359	0.2144311901641331	0.9221174282753496	0.0	0.974473496823387	0.97464805122479		False	106.0	51.5566037735849	0.1484520449606303	0.8588084537176189	9213	9150	9151	249	19516	19841	0.9702039628280178	40878	9400
CAVCZS01.fasta	1.3820953400476264	0.6050389967884998	0.0028106037841274	1830920	63	62	1	1.5964872024044432	0.0011839419341469	0.049493697157713	0.7048850050653657	0.0	0.9790551650316158	0.9805449188360056		False					1898	1763	1759	247	10168	10284	0.9733390767876264	21555	2006
CAVDBL01.fasta	2.5015679767575607	0.6404548350929054	0.0019625893689965	2995899	44	42	2	2.963341115080292	0.0017145766744591	0.2150389582559358	0.8901769147115262	0.0003536354229269	0.9703136277911012	0.9710198918096656		False	1373.0	49.273852876911874	0.3550069423905343	0.9573862546707312	19125	18670	18627	1264	30558	31318	0.958973856105064	65957	19891
CAVDEK01.fasta	26.29724624115518	0.9512165107708824	0.001347158582675	2291595	18	18	26	12.52296429060339	0.0082790346754053	0.9454641854254352	0.9999999999176852	0.0008812967021877	0.9921975278555872	0.99227737569238	2.208078237538472	False	1648.0	9.941747572815531	0.8140715940081992	0.9903255532497706	16905	16732	16705	2859	242709	244506	0.9846766142818876	497073	19564
CAVDFD01.fasta	2.4062837990389823	0.7307854311645204	0.0019344906668138	1944397	267	250	2	2.3540408368367274	0.0017118617472387	0.1743687117394236	0.8805370018596395	0.0	0.9840108305165732	0.9845712330625704		False	11.0	30.0	0.309996121692606	0.9166666666666669	5421	5231	5217	680	18980	19111	0.9799051415796848	39807	5897
CAVDFX01.fasta	2.2999841606114004	0.5399617874750035	0.0012430594703593	2020280	449	430	1	3.276328822775609	0.0023580604899961	0.1991714019838834	0.8687807924029678	0.0	0.9653563032143584	0.9655675452679294		False	24.0	36.16666666666666	0.9798245614035088	1.0	13940	13855	13844	371	18899	19437	0.960115458850242	43043	14215
CAVDJI01.fasta	0.9868336428933018	0.2067443238831971	0.0024813177903465	1110178	224	169	0	3.0746031204975903	0.0029787729764596	0.0726838398887385	0.5816237395280004	0.0	0.9552867694443068	0.9562410152183612		False	29.0	40.206896551724135	1.0	1.0	3608	3531	3523	238	4594	5217	0.9445358208472442	12776	3761
CAVDQU01.fasta	0.9974919381285526	0.1973013226934849	0.0056141830181633	2927360	283	242	0	4.003996366744099	0.0023631718636289	0.0478905908395277	0.5855427231982937	0.0001287941737004	0.9575727746749124	0.9606685069867968		False	198.0	44.23737373737374	0.3587040211520853	0.8213221887596958	5948	5514	5474	1059	11985	13203	0.944008522372457	31241	6533
CAVDSW01.fasta	0.8769006259708195	0.4954948257510828	0.0035915722688785	2797894	21	19	0	1.1553302890897317	0.0006912208337194	0.0121734418816437	0.5389751130485163	0.0	0.9943335290663536	0.9962712859659424		False					193	127	127	145	9911	9994	0.9926191372977218	20282	272
CAVDZO01.fasta	1.3940534470483754	0.3266068243704448	0.0018132254323464	2043705	144	134	0	5.2981082669496695	0.0037324469983381	0.0755221521697113	0.70798473297362	0.000245033875994	0.9594544688846416	0.9602449058926432		False	65.0	27.784615384615385	0.8366764976142341	1.0	6258	6136	6118	345	11785	13092	0.9493565645802616	31385	6463
CAVEDZ01.fasta	1.9968343966306288	0.7555914722591048	0.0008787946917994	2346788	40	38	2	1.8376235172237827	0.0012016035550912	0.1001769226704755	0.828505618222026	0.0	0.9876517478115135	0.987762341871762		False					2903	2877	2874	128	18765	18903	0.98489748706493	38635	3002
CAVEKQ01.fasta	1.224914520128626	0.5873597435310282	0.0020317121810172	2554695	271	255	1	1.633378785954945	0.0010329373999095	0.034896142200928	0.6609472304320769	0.0001202481287055	0.9776217343997128	0.9783957195257378		False	332.0	39.92469879518072	0.2351725855111925	0.8956786976646132	1995	1926	1934	228	12538	12737	0.9810254893947138	26573	2162
CAVETZ01.fasta	1.247378374281587	0.1536952047351801	0.0024448117680255	2190244	49	49	0	4.571111152931437	0.0030956326093473	0.0799047959953319	0.667606278474713	0.0030924119789304	0.9588882984498116	0.9601339344384068		False	815.0	58.91656441717792	0.5211929973887648	0.9670758194223468	7195	6977	6958	565	11380	12232	0.9544508983422983	28606	7523
CAVEUH01.fasta	8.617622042342699	0.9152777744779628	0.0028563130148937	1683596	70	70	9	5.086554530003134	0.0039365714365641	0.8043586466111823	0.999504211068624	2.3317980787045127e-06	0.987283407730678	0.98908075896368		False	110.0	17.536363636363635	0.820965682247717	0.954961684103841	17221	14787	14751	5802	58200	58662	0.984656958278139	119538	20553
CAVEVP01.fasta	1.9225960652161864	0.0779853473714607	0.0065630353211441	775697	44	34	0	12.84029520473669	0.0146624576995614	0.0507504863368041	0.8168870906807815	0.002159688819118	0.983310894911982	0.9892803617242868		False	1493.0	58.55324849296718	0.6919678248398059	0.9656888278257764	657	422	403	520	6205	6358	0.9766411182622964	14266	923
CAVFAL01.fasta	0.8733839979762085	0.4040245309878108	0.0045969742748764	3340265	344	299	0	1.43041403668679	0.0007908437566682	0.0306990613020224	0.537541321688756	0.0	0.9834020849789844	0.9859863666949474		False					1702	1437	1431	648	11837	11964	0.9761988155518488	25361	2079
CAVFDW01.fasta	1.381633840929482	0.6402640704461604	0.0031021013928404	1948268	259	248	1	1.504840827092292	0.0010927427161423	0.0427430928393834	0.7047647201000911	0.0	0.9808586010207144	0.9822996097268089		False					1594	1474	1470	286	10905	11019	0.9759317073578512	22846	1756
CAVFGX01.fasta	3.5304085434803505	0.862089102947122	0.0013108151187542	2070257	107	100	3	2.6395986955236705	0.0018440903156089	0.3211639907509068	0.9557256928354544	0.0	0.987298689110412	0.9875002256005486		False					8445	8311	8313	659	29500	29838	0.9832745341080742	61043	8972
CAVFVI01.fasta	1.3969932114952397	0.5728981144316989	0.0037854811005072	3138099	82	79	1	1.716138212612834	0.0009713076709705	0.0612982573207536	0.7087417667261304	0.0	0.9736639634019546	0.9757278020378456		False					5066	4669	4655	1029	17669	17921	0.9691677101351844	37654	5684
CAVFWK01.fasta	1.9115515307602493	0.6994967964596417	0.0007757913737351	2347559	78	68	2	1.913555289320185	0.0012530853508455	0.1015561270238575	0.8150925781633063	0.0	0.9909902730182166	0.9910573845786024		False					2148	2132	2132	99	18137	18284	0.9834904925890102	37620	2231
