genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	divergent_site_count	reads_unfiltered_reads
CAVAFO01.fasta	0.8685087574964965	0.4216704775629932	0.0034240280796058	3524980	367	300	0	1.4639261378529085	0.0007879710394479	0.0232824016022785	0.535546221089752	0.0	0.974034360911417	0.9754843426343364		False	44.0	37.02272727272727	0.2934124872989852	0.932734945830184	2131	2012	2010	329	12251	12669	0.9664360938178186	2339	27412
CAVAFY01.fasta	1.8769466250588756	0.5807057194548754	0.0011473556380853	1938419	65	59	1	2.295477137076937	0.0016542854796543	0.1331538743687509	0.8093553147233314	0.0	0.9644063725262292	0.9645226029414044		False	8.0	10.125	0.98	1.0	9187	9157	9150	201	14625	15685	0.9543882732267313	9351	35047
CAVAZJ01.fasta	1.1697593029264282	0.5578421686571617	0.0027088615571052	2198448	84	83	1	1.5970463961478831	0.0010812479386451	0.0328836524675589	0.6440259572756324	0.0	0.997122819636756	0.998104934087671		False	4.0	4.75	0.5191520467836256	1.0	208	137	137	255	10222	10317	0.9939630996364148	392	21571
CAVBRO01.fasta	2.5608980709399822	0.7763454369217739	0.0032544312322774	2902087	116	101	2	2.313409407604413	0.0013634532876393	0.1862166778597609	0.8957822685465299	0.0	0.9866417969827004	0.9881017806619704		False					7219	6430	6414	2071	29664	30088	0.9815821214434702	8485	62021
CAVBVK01.fasta	1.69350429086926	0.6128019889100402	0.0010776419169888	2037699	95	92	1	1.938015460642498	0.0013640225840326	0.0963135379661078	0.7758330716552045	0.0	0.9583762190585862	0.9585800324063224		False					8169	8129	8126	155	13867	14524	0.9519370227685112	8281	31225
CAVBVV01.fasta	1.3052052841465562	0.6230691716434872	0.0012058707959322	2191158	96	93	1	1.5056781124560032	0.0010216603189045	0.035750046322538	0.684152654475624	0.0	0.986966068373886	0.9873107462915208		False	3.0	4.666666666666667	1.000000000000001	1.0000000000000002	1021	994	992	89	11406	11559	0.9822220683159298	1081	23891
CAVBZD01.fasta	1.1946762372647626	0.5846601323079043	0.0013997769601667	2410438	157	156	1	1.4526341129294182	0.0009417933953296	0.0333063949373515	0.6517724444010358	0.0	0.9901598096732808	0.9904213843528518		False					790	769	768	107	11456	11574	0.986746414339926	875	23852
CAVBZR01.fasta	2.0554885975532544	0.6501822441953788	0.0040267146400054	1097703	46	45	1	2.276827657747148	0.0021823054773096	0.142827340364379	0.83716151054441	0.0	0.986299447640673	0.9881874194741744		False	27.0	14.0	0.2846789678368584	0.9350708733424784	2148	1852	1846	799	9112	9238	0.9808331005572944	2645	19609
CAVCCV01.fasta	1.0221438129639324	0.5324648064181199	0.0015324214626926	1600718	68	68	1	1.3298547546322643	0.0010556008678751	0.0237181064997082	0.5944669834219426	0.0	0.9902017594689986	0.9905178317441922		False					372	360	359	53	6557	6673	0.9860632200763032	412	13907
CAVCCX01.fasta	21.851093745164032	0.9091174824824408	0.0019774098599642	2035529	107	103	22	14.834059412130197	0.010452411054771	0.8800184129039674	0.9999999958265208	0.0016722859712159	0.9774281626279864	0.9781002990560502		False	5338.0	39.09872611464968	0.7218792470410361	0.9781489763862816	40433	39229	39102	5444	177336	179651	0.9731006204432372	44546	374742
CAVCNU01.fasta	0.9002587434664402	0.4698103441578088	0.0087605983621201	3655358	252	244	0	1.4926724578977506	0.0007861663937265	0.0200196533417519	0.5483864625335452	4.8827560076052985e-05	0.9856652864892932	0.9899834652017656		False	76.0	19.80263157894737	0.91767596933505	0.9892872704637412	1049	733	735	903	13425	13698	0.9825946016742624	1638	29681
CAVCQM01.fasta	0.8887764746261088	0.4924718018071091	0.001885622905063	2342526	35	35	0	1.1926473183797448	0.0007804045194534	0.0159345083042834	0.5437843328937041	0.0	0.987354997722828	0.9880247541993732		False					472	447	446	86	8293	8405	0.9847406156562596	532	17272
CAVCRQ01.fasta	1.4948541614350754	0.6437845967398543	0.0015389580527881	1465456	12	12	1	1.645735942484027	0.0013605979986056	0.0569754397266106	0.7328530038093815	0.0	0.9826217138750823	0.9829929935924306		False					1451	1420	1420	127	8733	8864	0.9792520353879034	1547	18518
CAVDBL01.fasta	3.9347708317269703	0.6941715992428317	0.0019868161637402	2995899	44	40	3	4.169234850521374	0.0024123017052164	0.3742225622425856	0.9690196654272516	0.0	0.9690099212136294	0.9697671908685233		False	132.0	23.21969696969697	0.5639239672179336	0.9553408831232753	34744	33895	33817	2486	47246	48409	0.9589216145659296	36303	105353
CAVDDQ01.fasta	5.999409576763213	0.856550093124109	0.0015733877871962	1830890	23	20	6	4.296080134293866	0.0031789787287229	0.6167645243570067	0.9949958046895904	0.0	0.9882521510270732	0.9884788545802974		False	92.0	35.20652173913044	0.250417564252889	0.950355906276959	13266	13010	12993	1389	44145	44603	0.9848450327376888	14382	91002
CAVDEK01.fasta	1.0430617102934856	0.5483774401672198	0.0013401149224172	2291595	18	17	1	1.3190537941984557	0.000872037310614	0.0231746883720726	0.60188863058466	0.0	0.9915453706667672	0.9918654791270454		False					449	432	432	75	9500	9624	0.9898703297289162	507	19895
CAVDFD01.fasta	6.012758711312556	0.8261275860845291	0.001573223093477	1944397	267	252	6	4.820728524897457	0.0035056404402413	0.5976516112707436	0.9950544442901352	6.376404538811842e-05	0.9836352652847672	0.9838417929353775		False	132.0	62.29545454545455	0.446246922970677	0.9598842936164445	19017	18777	18748	1584	47086	47469	0.9795047003964056	20332	100610
CAVDFX01.fasta	1.652762488367949	0.488207080206704	0.0012518686688034	2020280	449	428	1	2.546702257673036	0.0018329289575138	0.1235457461341991	0.7676218499701596	0.0	0.9652960572442778	0.9655364447489352		False	1.0	2.0	1.0000000000000024	1.0	8662	8602	8592	278	13608	13970	0.960529593936852	8870	32421
CAVDZO01.fasta	0.9788183715360094	0.2949510814917025	0.002285516004933	2043705	144	130	0	3.210592869484647	0.0022618200902664	0.0492394939582767	0.578652184821553	0.0002574394287178	0.96007194602061	0.9613339825699834		False	12.0	24.166666666666668	0.5069966373723725	1.0	4018	3891	3878	312	8261	9131	0.9485497227524148	4190	22725
CAVEAB01.fasta	0.98402211051052	0.3647310897357494	0.0017024430214122	2902511	76	72	0	1.7862276313796737	0.0010512114816435	0.0583577461032877	0.5805837953570314	0.0	0.9702333160156804	0.9708414017852924		False					5042	4939	4932	286	11657	12005	0.9604413607076916	5218	27811
CAVEDZ01.fasta	5.84487478204252	0.9132874379790592	0.0013575318912763	2346788	40	38	6	3.640311698433543	0.0023803632449624	0.6252026173646703	0.9942641792865397	0.0	0.987367248766032	0.9874688015005268		False	14.0	2.5	0.9485714285714284	1.0	18535	18386	18364	1367	54614	55148	0.9849624385665108	19731	113360
CAVEUH01.fasta	17.916212084134198	0.9182814641992496	0.0025130327081156	1683596	70	70	18	9.295736086985	0.0071941289424929	0.8978775193098582	0.9999998652729922	0.0014963321557829	0.9872550958778512	0.9886072491024784		False	3297.0	23.94874127995147	0.8379241738528559	0.9921309432472007	19266	17222	17161	6801	120206	121446	0.9846575923926164	23962	248943
CAVEVP01.fasta	1.8669944578875517	0.0673059197083397	0.0092819352343071	775697	44	32	0	12.510302166430789	0.0142856354467891	0.0416373919197831	0.8076725914369319	0.0055199081471894	0.9822589634033068	0.9889157223357484		False	2700.0	53.45962962962963	0.6417726588622306	0.988755806779104	573	358	341	655	5927	6099	0.97572319877238	996	13975
