genome	coverage	breadth	nucl_diversity	length	true_scaffolds	detected_scaffolds	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_rarefied	conANI_reference	popANI_reference	iRep	iRep_GC_corrected	linked_SNV_count	SNV_distance_mean	r2_mean	d_prime_mean	consensus_divergent_sites	population_divergent_sites	SNS_count	SNV_count	filtered_read_pair_count	reads_unfiltered_pairs	reads_mean_PID	reads_unfiltered_reads	divergent_site_count
CAVAFY01.fasta	2.590784035856025	0.6250774471360423	0.0016223338140841	1938419	65	60	2	2.8954837151717894	0.0020866932583278	0.237912443078612	0.8984965309915188	0.0	0.9627711015798808	0.9628686786332272		False					17169	17124	17118	385	21096	22850	0.9540703819468888	49629	17503
CAVBQZ01.fasta	1.796078174504545	0.6865388463329568	0.0022683023618211	2228962	93	92	1	1.825952459990971	0.0012281682373943	0.086239244993858	0.7952441587756248	0.0	0.9806579823539204	0.98107936573997		False					3718	3637	3631	302	16762	17098	0.9758974818119708	35043	3933
CAVBVK01.fasta	0.8567811045694187	0.4501729647018524	0.0012296846859213	2037699	95	92	0	1.2335843005092693	0.0008682267398656	0.0178186277757411	0.5307115723978344	0.0	0.9610840287532016	0.9612768184196756		False					1413	1406	1406	32	7387	7828	0.9532549351995904	16476	1438
CAVCCX01.fasta	6.752117999792683	0.8898006365912743	0.002589431510273	2035529	107	104	6	5.409581261360989	0.0038117123173778	0.6610114618853379	0.9974255521468418	0.0001846885307415	0.9790711017697404	0.979718440915996		False	457.0	37.89496717724289	0.479274924517689	0.9213140849621138	28160	27289	27224	3359	57956	58962	0.972506387699017	120880	30583
CAVCRQ01.fasta	1.0265896758415127	0.534651330370888	0.0023239131805369	1465456	12	12	1	1.3155481241288287	0.0010876180671228	0.0231941457130066	0.596055862367326	0.0	0.9848484848484848	0.985260370697264		False					515	501	500	69	6351	6454	0.9794174343501136	13252	569
CAVDDQ01.fasta	5.920078759510402	0.8449737559329069	0.0022111255170242	1830890	23	19	6	4.309528847016043	0.0031889303986955	0.6102512985487932	0.9946326959983934	0.0	0.9899973418132773	0.9900931081362888		False	73.0	15.917808219178085	0.7854121745278503	0.9862401100791194	11176	11069	11057	1565	46330	46916	0.9860462366534654	95030	12622
CAVDEK01.fasta	4.326355224199738	0.9117344033304314	0.0016741296448061	2291595	18	17	4	3.1365099238867407	0.0020735725038436	0.4196662150161787	0.978075962974062	0.0	0.9923718811901778	0.9924238721853376		False	9.0	6.0	0.7624904779620174	0.9140625	7336	7286	7282	896	41108	41925	0.9828504655618464	85166	8178
CAVDFD01.fasta	3.607925233375694	0.787076918962537	0.0018956098873038	1944397	267	252	3	3.292580574947616	0.0023943691408209	0.3447773268524894	0.9586547600851316	0.0001155264380662	0.9842552924890808	0.9843970023150912		False	98.0	56.66326530612245	0.4404152403348743	0.9517030307098474	10555	10460	10447	779	29537	29895	0.9792945339417348	61939	11226
CAVDJI01.fasta	0.76874519221242	0.1700033688291427	0.0016237431232918	1110178	224	150	0	2.620530478546673	0.0025388530055938	0.0557307026440804	0.4927757191788764	0.0	0.9569426710413602	0.9571366229736064		False	5.0	6.0	1.0000000000000002	1.0	2664	2652	2651	60	3729	4293	0.9395377686150874	10375	2711
CAVEDZ01.fasta	5.028292713274484	0.9086061459322272	0.0018627214385576	2346788	40	38	5	3.2243527097358946	0.0021083718414422	0.5365001014152109	0.988203854646342	0.0	0.9873444464565404	0.9874540527317378		False	71.0	22.056338028169016	0.4805794216246714	0.9608346713276292	15934	15796	15784	1486	48940	50039	0.9845082498349792	102049	17270
CAVEVP01.fasta	1.271506786799485	0.0615639869691387	0.0102046694228226	775697	44	29	0	8.117933502758738	0.0092699470451539	0.0380960607041151	0.6746131486754499	0.0060578133250453	0.9839599336739874	0.9911001319752292		False	2697.0	42.59807193177605	0.6073542155271501	0.9911046183124588	474	263	248	636	4246	4394	0.9798189025721754	9566	884
CAVEYQ01.fasta	0.8383292297305475	0.0427495280917554	0.0036370395188769	2743118	226	74	0	7.056194783730427	0.0042959208238556	0.0261756876663708	0.5230028246703349	0.0014241855823935	0.9759759341531692	0.9771597287021434		False	557.0	41.29084380610413	0.8855033713321108	0.9902754946047628	1725	1640	1629	398	9825	10205	0.9511961529414132	22333	2027
CAVFDW01.fasta	1.0592510886592603	0.5605075893049621	0.0036671401344012	1948268	259	246	1	1.287949498147838	0.0009352467101651	0.0203185598695866	0.6075392360778941	0.0	0.981129692315465	0.9829737786085988		False					747	674	673	148	8672	8815	0.9758755958522812	18122	821
CAVFGX01.fasta	0.925097705260748	0.5095507465981277	0.0017599564557507	2070257	107	100	1	1.213966755630861	0.0008481078359852	0.0171843399152858	0.5581837793461986	0.0	0.9875477850236114	0.988053744097144		False					443	425	425	70	8103	8288	0.9826472537240772	16848	495
CAVFNV01.fasta	1.9890121323429624	0.2149369860039265	0.0030025007099316	2210620	142	124	0	6.42063483226029	0.0043463911141523	0.1134324307207932	0.8273169961299806	0.0006749869939874	0.970588939048318	0.9711033833686932		False	602.0	61.57142857142857	0.4911198161767469	0.9761172414605294	7375	7246	7212	786	19749	20401	0.962928396335506	46805	7998
CAVFWK01.fasta	0.9635344628186128	0.5050539730843825	0.0014749151549477	2347559	78	69	1	1.2719505398109694	0.0008329326031669	0.0190423329083528	0.5729272607239932	0.0	0.9906717669955036	0.9908059861754244		False					417	411	411	39	9486	9646	0.9820884682774556	19722	450
CAVGWE01.fasta	1.4034569905366268	0.4614969048365717	0.0020265934647311	3415167	65	64	0	3.394814468530924	0.0018405104787896	0.0776208015596308	0.7103993930479418	5.278794301035091e-05	0.988633963061323	0.9889621559633028		False	63.0	32.58730158730159	0.3666303592082136	0.8739420779340134	3013	2926	2920	436	20048	20531	0.9799362901826684	43478	3356
CAVGYO01.fasta	1.407747704441332	0.1057826673026929	0.0036631853817827	1901389	250	168	0	6.3604816914265605	0.0046745658779884	0.0597815596913624	0.711494527099545	0.0020420837699664	0.9795808846817046	0.9810412781081748		False	764.0	30.26178010471204	0.9478625719594372	0.9990300552090648	2321	2155	2140	638	11506	11827	0.9683382667315712	25585	2778
CAVHGX01.fasta	2.5684566263421806	0.7073473637983654	0.0017457381787714	3110517	187	177	2	2.61718076533668	0.0014929464930604	0.208423229964665	0.8964755229562146	0.0	0.9689266146745972	0.9691410202620993		False	1.0	1.0	0.1461937716262977	0.3823529411764706	20145	20006	19974	820	33233	34416	0.9634616582155208	72685	20794
CAVHRO01.fasta	1.3606850897313032	0.601645574738204	0.0146780413623839	1830242	131	124	1	1.5833817773655194	0.0011788605670414	0.0489399762435786	0.699252709776989	0.0	0.9870271959987496	0.9922297146429688		False					1162	696	687	1488	10518	10698	0.9770301277498976	22232	2175
CAVHXU01.fasta	4.171431466218167	0.7570332169869148	0.001650902351436	1973990	30	29	4	3.697651693345127	0.0026358134290753	0.4300948839659775	0.974861983690238	0.0	0.9561155849861545	0.9562239473829892		False	1.0	1.0	0.9999999999999974	1.0	37258	37166	37140	820	34665	37152	0.951316480256664	78009	37960
CAVIIA01.fasta	2.0185432763704108	0.6262346116472002	0.0019348800181286	1566282	83	78	1	2.3016912856653597	0.0018489532028521	0.1441477332945152	0.8317616765785133	0.0	0.9582373680107718	0.9585341223159236		False	6.0	1.6666666666666667	1.0	1.0	9429	9362	9347	318	13599	14781	0.9515112838271994	31877	9665
CAVIZK01.fasta	3.825352265860357	0.7173605072694977	0.002260468990337	1802119	22	22	3	3.845589344972901	0.002868151729081	0.3731917814528341	0.96587708242406	0.0	0.9659542388808926	0.9665475156720236		False	10.0	5.3	0.9146193771626304	0.9382352941176472	22897	22498	22458	1362	28998	30271	0.9624926164508458	64432	23820
CAVJHQ01.fasta	5.283219140354598	0.4728271682278795	0.0021594113677355	2432724	176	136	0	8.80551891296695	0.005686873438682	0.3296271997974287	0.9905815288412028	0.0004337830770885	0.9561212731889084	0.9566026347687718		False	567.0	25.063492063492063	0.7627637028102311	0.9887893935829266	35186	34800	34713	1869	54857	59805	0.952174576373348	135006	36582
CAVJQB01.fasta	1.1072481011062436	0.5196990529168899	0.001748118706463	1015328	105	94	1	1.478645412946536	0.0014828575206219	0.0345907923350877	0.6238247197268063	0.0	0.992027561857578	0.992454656758065		False					280	265	265	70	4763	4866	0.9870954452304164	9977	335
